Stock,Availability,Shape,Weight,Color,Clarity,Cut,Polish,Symmetry,FluorescenceIntensity,FluorescenceColor,Measurements,Lab,Certificate,Rap,Discount,percarat,FancyColor,FancyColorIntensity,FancyColorOvertone,Depth,Table,GirdleThin,GirdleThick,Girdle,GirdleCondition,CuletSize,CuletCondition,CrownHeight,CrownAngle,PavilionDepth,PavilionAngle,Country,DiamondImage,VIDEO,CertPDFUrl,Heartimage,ArrowImage,AssetImage,Keytosymbols,Shade,BlackInclusion,Milky,EyeClean
H531-202156,Subject to Prior Sale,ROUND,0.5,F,I1,EX,EX,EX,,NON,5.22 - 5.20 X 3.05,GIA,2407478610,2000.0,19.0,1620.0,,,,58.6,61.0,THN,MED,3.0,FACETED,NON,,12.5,32.5,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H531-202156/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H531-202156,https://thnk18.azureedge.net/img/CertImages/2407478610.jpg,,,,TWINNING WISP  FEATHER,NONE,MINOR BLACK,NONE,80.0
H537-202172,Subject to Prior Sale,ROUND,0.5,G,SI1,EX,EX,EX,Blue,MED,5.07 - 5.04 X 3.19,GIA,7402692419,3300.0,28.5,2359.5,,,,63.1,57.0,MED,STK,3.5,Faceted,NON,,15.5,35.5,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/H537-202172/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H537-202172,https://thnk18.azureedge.net/img/CertImages/7402692419.jpg,,,,Crystal  Feather,NONE,MINOR BLACK,NONE,85.0
H532-202175,Subject to Prior Sale,ROUND,0.32,F,SI1,EX,EX,EX,,NON,4.44 - 4.41 X 2.69,GIA,7408693127,2000.0,21.5,1570.0,,,,60.8,61.0,MED,STK,3.5,Faceted,NON,,13.0,33.5,44.0,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/H532-202175/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H532-202175,https://thnk18.azureedge.net/img/CertImages/7408693127.jpg,,,,Crystal  Feather,NONE,MINOR BLACK,NONE,90.0
H302-202179,Subject to Prior Sale,ROUND,0.76,I,IF,EX,EX,EX,,NON,5.95 - 5.94 X 3.59,GIA,2407642640,4600.0,21.0,3634.0,,,,60.5,59.0,MED,STK,3.5,Faceted,NON,,12.5,31.5,44.5,41.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H302-202179/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H302-202179,https://thnk18.azureedge.net/img/CertImages/2407642640.jpg,,,,Minor Details of Polish,BROWN,NONE,NONE,100.0
H532-202182,Subject to Prior Sale,ROUND,0.31,G,SI1,EX,EX,VG,,NON,4.35 - 4.33 X 2.73,GIA,6401694057,1900.0,25.5,1415.5,,,,62.8,55.0,MED,,3.5,Faceted,NON,,16.0,35.5,43.0,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H532-202182/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H532-202182,https://thnk18.azureedge.net/img/CertImages/6401694057.jpg,,,,Twinning Wisp  Feather,NONE,MINOR BLACK,NONE,80.0
H522-202189,Subject to Prior Sale,ROUND,0.41,H,SI1,EX,EX,EX,,NON,4.83 - 4.82 X 2.92,GIA,2407693250,2100.0,22.5,1627.5,,,,60.4,58.0,MED,STK,3.5,Faceted,NON,,14.0,33.5,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H522-202189/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H522-202189,https://thnk18.azureedge.net/img/CertImages/2407693250.jpg,,,,Feather,MIX TINGE 1,MINOR BLACK,NONE,90.0
H525-202193,Subject to Prior Sale,HEART,1.0,D,VS1,,VG,VG,,NON,6.17 - 6.89 X 4.00,GIA,1405783073,8500.0,21.0,6715.0,,,,58.0,61.0,STK,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H525-202193/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H525-202193,https://thnk18.azureedge.net/img/CertImages/1405783073.jpg,,,,FEATHER  PINPOINT  NATURAL  EXTRA FACET,NONE,NONE,NONE,100.0
H531-202216,Subject to Prior Sale,PEAR,0.5,D,VS2,,VG,VG,,NON,7.21 - 4.26 X 2.67,GIA,6402836561,3200.0,22.5,2480.0,,,,62.7,62.0,THK,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H531-202216/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H531-202216,https://thnk18.azureedge.net/img/CertImages/6402836561.jpg,,,,FEATHER,NONE,NONE,NONE,100.0
H530-202223,Subject to Prior Sale,ROUND,0.3,E,SI1,EX,EX,EX,,NON,4.37 - 4.35 X 2.61,GIA,2407694451,2100.0,29.0,1491.0,,,,59.9,59.0,MED,STK,3.5,Faceted,NON,,13.0,32.5,43.5,41.2,MUM,https://thnk18.azureedge.net/img/images/imaged/H530-202223/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H530-202223,https://thnk18.azureedge.net/img/CertImages/2407694451.jpg,,,,Cloud,NONE,NONE,LIGHT MILKY,100.0
H310-202227,Subject to Prior Sale,PEAR,3.88,F,SI2,,EX,EX,,NON,14.51 - 8.65 X 5.15,GIA,6421028575,15500.0,7.0,14415.0,,,,59.5,62.0,MED,THK,0.0,Faceted,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H310-202227R/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H310-202227R,https://thnk18.azureedge.net/img/CertImages/6421028575.jpg,,,,Twinning Wisp  Crystal  Feather  Needle,NONE,MEDIUM BLACK,NONE,75.0
H536-202233,Subject to Prior Sale,ROUND,0.32,E,SI1,EX,EX,EX,,NON,4.40 - 4.38 X 2.71,GIA,6401694041,2100.0,23.0,1617.0,,,,61.6,58.0,MED,STK,3.5,Faceted,NON,,14.5,35.0,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H536-202233/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H536-202233,https://thnk18.azureedge.net/img/CertImages/6401694041.jpg,,,,Crystal  Cloud  Feather,NONE,MINOR BLACK,NONE,90.0
H537-202235,Subject to Prior Sale,ROUND,0.31,G,SI1,EX,EX,EX,Blue,MED,4.36 - 4.35 X 2.67,GIA,5406694036,1900.0,27.0,1387.0,,,,61.2,60.0,MED,STK,4.0,Faceted,NON,,14.0,34.5,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H537-202235/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H537-202235,https://thnk18.azureedge.net/img/CertImages/5406694036.jpg,,,,Feather  Crystal,NONE,PIN POINT BLACK,NONE,90.0
H536-202243,Subject to Prior Sale,ROUND,0.3,E,SI1,EX,EX,VG,,FNT,4.35 - 4.32 X 2.60,GIA,6401692417,2100.0,28.5,1501.5,,,,60.0,59.0,MED,STK,3.5,Faceted,NON,,13.5,33.0,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H536-202243/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H536-202243,https://thnk18.azureedge.net/img/CertImages/6401692417.jpg,,,,Feather,NONE,NONE,NONE,90.0
H532-202249,Subject to Prior Sale,EMERALD,0.52,H,IF,,EX,VG,,NON,5.53 - 3.70 X 2.34,GIA,6401670326,3100.0,34.0,2046.0,,,,63.3,63.0,STK,VTK,0.0,,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H532-202249/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H532-202249,https://thnk18.azureedge.net/img/CertImages/6401670326.jpg,,,,MINOR DETAILS OF POLISH,LIGHT BROWN,NONE,NONE,100.0
H514-202262,Subject to Prior Sale,ROUND,0.38,E,SI2,EX,EX,EX,,FNT,4.69 - 4.66 X 2.87,GIA,7408698364,1800.0,27.0,1314.0,,,,61.4,56.0,MED,STK,3.5,Faceted,NON,,15.0,34.5,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H514-202262/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H514-202262,https://thnk18.azureedge.net/img/CertImages/7408698364.jpg,,,,Twinning Wisp,NONE,PIN POINT BLACK,NONE,80.0
H531-202272,Subject to Prior Sale,ROUND,0.5,J,SI2,VG,EX,VG,,NON,5.06 - 5.00 X 3.14,GIA,3405692282,2100.0,33.0,1407.0,,,,62.4,60.0,STK,THK,5.0,FACETED,NON,,13.5,34.0,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/H531-202272/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H531-202272,https://thnk18.azureedge.net/img/CertImages/3405692282.jpg,,,,CRYSTAL  CLOUD  FEATHER,NONE,MEDIUM BLACK,NONE,80.0
H500-202273,Subject to Prior Sale,ROUND,0.37,J,SI2,EX,EX,VG,,NON,4.60 - 4.56 X 2.87,GIA,1405697727,1300.0,20.0,1040.0,,,,62.6,58.0,MED,STK,4.0,FACETED,NON,,15.0,35.0,43.5,41.2,MUM,https://thnk18.azureedge.net/img/images/imaged/H500-202273/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H500-202273,https://thnk18.azureedge.net/img/CertImages/1405697727.jpg,,,,CLOUD  FEATHER,NONE,PIN POINT BLACK,NONE,80.0
H500-202295,Subject to Prior Sale,ROUND,0.3,G,SI1,EX,EX,VG,,NON,4.29 - 4.26 X 2.68,GIA,2407693431,1900.0,26.5,1396.5,,,,62.7,56.0,MED,STK,3.5,Faceted,NON,,15.5,35.5,43.5,41.2,MUM,https://thnk18.azureedge.net/img/images/imaged/H500-202295/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H500-202295,https://thnk18.azureedge.net/img/CertImages/2407693431.jpg,,,,Crystal  Indented Natural  Feather,NONE,PIN POINT BLACK,NONE,80.0
H537-202304,Subject to Prior Sale,ROUND,0.52,I,VVS1,EX,EX,EX,,NON,5.19 - 5.15 X 3.14,IGI,497186149,3500.0,29.5,2467.5,,,,60.7,58.5,THIN,MEDIUM (FACETED),3.0,,NON,,15.0,35.8,42.5,40.5,MUM,https://thnk18.azureedge.net/img/images/imaged/H537-202304/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H537-202304,https://thnk18.azureedge.net/img/CertImages/497186149.jpg,,,,,NONE,NONE,NONE,100.0
H537-202307,Subject to Prior Sale,ROUND,0.6,H,VS2,EX,EX,EX,,NON,5.38 - 5.36 X 3.37,GIA,1409697666,3700.0,15.0,3145.0,,,,62.7,57.0,THN,STK,3.5,Faceted,NON,,16.0,36.5,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H537-202307/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H537-202307,https://thnk18.azureedge.net/img/CertImages/1409697666.jpg,,,,Crystal  Indented Natural,NONE,NONE,NONE,100.0
H514-202312,Subject to Prior Sale,ROUND,0.4,H,SI1,EX,VG,VG,,NON,4.73 - 4.66 X 2.93,GIA,2404698276,2100.0,25.0,1575.0,,,,62.3,58.0,MED,STK,3.5,FACETED,NON,,15.5,36.0,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H514-202312/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H514-202312,https://thnk18.azureedge.net/img/CertImages/2404698276.jpg,,,,TWINNING WISP,NONE,MINOR BLACK,NONE,90.0
H532-202315,Subject to Prior Sale,ROUND,0.3,I,SI1,EX,EX,EX,,NON,4.28 - 4.26 X 2.68,GIA,6401698557,1600.0,18.5,1304.0,,,,62.7,55.0,MED,STK,4.0,Faceted,NON,,15.0,34.5,43.5,41.2,MUM,https://thnk18.azureedge.net/img/images/imaged/H532-202315/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H532-202315,https://thnk18.azureedge.net/img/CertImages/6401698557.jpg,,,,Crystal  Cloud,NONE,MINOR BLACK,NONE,90.0
H527-202318,Subject to Prior Sale,MARQUISE,0.7,I,VVS1,,VG,VG,,NON,8.79 - 4.68 X 2.88,IGI,485168723,3600.0,28.0,2592.0,,,,61.5,59.0,SLIGHTLY THICK,THICK (FACETED,5.0,,NON,,14.5,35.7,41.5,39.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H527-202318/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H527-202318,https://thnk18.azureedge.net/img/CertImages/485168723.jpg,,,,,NONE,NONE,NONE,100.0
H531-202324,Subject to Prior Sale,ROUND,0.52,G,SI1,EX,EX,EX,,NON,5.16 - 5.14 X 3.20,GIA,6402697625,3300.0,26.0,2442.0,,,,62.2,57.0,MED,STK,3.5,Faceted,NON,,15.0,35.0,43.5,41.2,MUM,https://thnk18.azureedge.net/img/images/imaged/H531-202324/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H531-202324,https://thnk18.azureedge.net/img/CertImages/6402697625.jpg,,,,Feather  Crystal,LIGHT BROWN,MEDIUM BLACK,NONE,80.0
H535-202325,Subject to Prior Sale,ROUND,0.37,G,VS2,EX,EX,EX,,NON,4.62 - 4.58 X 2.85,GIA,6402686408,2100.0,24.25,1590.75,,,,62.0,58.0,MED,STK,4.0,Faceted,NON,,14.0,33.5,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/H535-202325/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H535-202325,https://thnk18.azureedge.net/img/CertImages/6402686408.jpg,,,,Crystal,LIGHT BROWN,PIN POINT BLACK,NONE,100.0
H531-202326,Subject to Prior Sale,ROUND,0.3,G,SI1,EX,EX,EX,,FNT,4.26 - 4.23 X 2.69,GIA,2406698294,1900.0,28.0,1368.0,,,,63.4,56.0,THN,STK,3.5,Faceted,NON,,16.5,36.5,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H531-202326/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H531-202326,https://thnk18.azureedge.net/img/CertImages/2406698294.jpg,,,,Crystal  Feather,NONE,MINOR BLACK,NONE,90.0
H528-202327,Subject to Prior Sale,EMERALD,1.17,I,SI2,,VG,VG,BLUE,MED,6.63 - 4.82 X 3.52,GIA,7403796498,4100.0,34.5,2685.5,,,,72.9,61.0,ETK,,0.0,,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H528-202327/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H528-202327,https://thnk18.azureedge.net/img/CertImages/7403796498.jpg,,,,CRYSTAL  FEATHER  PINPOINT  NEEDLE,NONE,NONE,NONE,80.0
H531-202336,Subject to Prior Sale,ROUND,0.4,I,SI1,EX,EX,EX,,FNT,4.71 - 4.67 X 2.96,GIA,6401687801,1900.0,27.0,1387.0,,,,63.1,56.0,MED,STK,3.0,FACETED,NON,,16.5,36.5,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H531-202336/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H531-202336,https://thnk18.azureedge.net/img/CertImages/6401687801.jpg,,,,FEATHER  CRYSTAL,LIGHT BROWN,PIN POINT BLACK,NONE,90.0
H535-202341,Subject to Prior Sale,ROUND,0.61,H,VS1,EX,VG,EX,,NON,5.47 - 5.45 X 3.32,GIA,1409698267,3900.0,23.0,3003.0,,,,60.8,60.0,MED,STK,3.5,Faceted,NON,,14.0,35.0,43.0,40.6,MUM,https://thnk18.azureedge.net/img/images/imaged/H535-202341/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H535-202341,https://thnk18.azureedge.net/img/CertImages/1409698267.jpg,,,,Cloud  Crystal  Feather  Needle,MIX TINGE 1,NONE,NONE,100.0
H514-202352,Subject to Prior Sale,HEART,0.61,I,SI1,,VG,VG,,NON,4.84 - 5.63 X 3.52,GIA,7403717662,2000.0,22.5,1550.0,,,,62.4,62.0,STK,ETK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H514-202352/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H514-202352,https://thnk18.azureedge.net/img/CertImages/7403717662.jpg,,,,TWINNING WISP,NONE,MINOR BLACK,NONE,90.0
H521-202353,Subject to Prior Sale,HEART,1.0,E,SI1,,EX,VG,,NON,5.90 - 6.87 X 4.14,GIA,1413263974,6200.0,37.0,3906.0,,,,60.3,62.0,MED,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H521-202353/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H521-202353,https://thnk18.azureedge.net/img/CertImages/1413263974.jpg,,,,FEATHER  CRYSTAL  CLOUD  NEEDLE,NONE,NONE,NONE,90.0
H500-202358,Subject to Prior Sale,ELONGATED CUSHION MODIFIED BRILLIANT,0.8,J,SI1,,EX,VG,,FNT,6.48 - 4.53 X 3.28,GIA,7406670875,2500.0,28.0,1800.0,,,,72.4,66.0,THK,ETK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H500-202358/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H500-202358,https://thnk18.azureedge.net/img/CertImages/7406670875.jpg,,,,CRYSTAL  FEATHER,NONE,MINOR BLACK,NONE,90.0
H533-202361,Subject to Prior Sale,ROUND,2.02,K,I1,EX,EX,EX,,NON,8.08 - 8.02 X 5.01,GIA,3405478599,5700.0,10.0,5130.0,,,,62.3,61.0,THN,STK,4.5,FACETED,NON,,13.5,34.5,44.5,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/H533-202361/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H533-202361,https://thnk18.azureedge.net/img/CertImages/3405478599.jpg,,,,CRYSTAL  FEATHER  CLOUD  NEEDLE  INDENTED NATURAL,NONE,MEDIUM BLACK,NONE,80.0
H532-202368,Subject to Prior Sale,ROUND,0.3,F,SI1,EX,EX,EX,,NON,4.36 - 4.34 X 2.58,GIA,2406689454,2000.0,25.5,1490.0,,,,59.3,61.0,MED,STK,3.5,Faceted,NON,,13.0,33.5,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H532-202368/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H532-202368,https://thnk18.azureedge.net/img/CertImages/2406689454.jpg,,,,Crystal  Feather,NONE,MEDIUM BLACK,NONE,90.0
H537-202379,Subject to Prior Sale,ROUND,0.5,I,VS1,EX,EX,VG,,NON,5.07 - 5.03 X 3.17,GIA,6402728638,3300.0,22.5,2557.5,,,,62.7,56.0,THN,STK,4.0,FACETED,NON,,15.5,35.0,43.0,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H537-202379/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H537-202379,https://thnk18.azureedge.net/img/CertImages/6402728638.jpg,,,,INDENTED NATURAL  PINPOINT,NONE,NONE,NONE,100.0
H535-202405,Subject to Prior Sale,ROUND,0.6,I,VS2,EX,EX,EX,,NON,5.45 - 5.42 X 3.35,GIA,1405727464,3100.0,20.0,2480.0,,,,61.6,58.0,MED,STK,3.5,FACETED,NON,,13.5,33.0,44.5,41.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H535-202405/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H535-202405,https://thnk18.azureedge.net/img/CertImages/1405727464.jpg,,,,TWINNING WISP  FEATHER,BROWN,PIN POINT BLACK,NONE,100.0
H306-202423,Subject to Prior Sale,ROUND,1.51,G,I1,EX,EX,EX,,NON,7.34 - 7.28 X 4.58,GIA,2416085324,6300.0,20.0,5040.0,,,,62.6,58.0,MED,STK,4.0,FACETED,NON,,14.5,34.5,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/H306-202423/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H306-202423,https://thnk18.azureedge.net/img/CertImages/2416085324.jpg,,,,FEATHER  TWINNING WISP  CRYSTAL  KNOT  NEEDLE  NATURAL,NONE,PIN POINT BLACK,MILKY,85.0
H537-202428,Subject to Prior Sale,ROUND,0.7,I,VVS1,VG,EX,VG,,NON,5.58 - 5.50 X 3.59,IGI,485168441,4400.0,35.5,2838.0,,,,64.6,56.5,SLIGHTLY THICK (FACETED) ,,0.0,,NON,,17.5,38.4,42.0,40.2,MUM,https://thnk18.azureedge.net/img/images/imaged/H537-202428/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H537-202428,https://thnk18.azureedge.net/img/CertImages/485168441.jpg,,,,,NONE,NONE,NONE,100.0
H536-202443,Subject to Prior Sale,OVAL,0.5,E,SI2,,VG,VG,,NON,6.52 - 4.34 X 2.77,GIA,5403688345,2100.0,33.5,1396.5,,,,63.9,58.0,STK,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H536-202443/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H536-202443,https://thnk18.azureedge.net/img/CertImages/5403688345.jpg,,,,CRYSTAL  FEATHER,NONE,MEDIUM BLACK,NONE,80.0
H536-202446,Subject to Prior Sale,ROUND,0.7,E,SI2,EX,EX,EX,,FNT,5.74 - 5.72 X 3.50,GIA,1409644915,3800.0,27.45,2756.9,,,,61.1,59.0,MED,STK,4.0,FACETED,NON,,13.5,33.5,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/H536-202446/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H536-202446,https://thnk18.azureedge.net/img/CertImages/1409644915.jpg,,,,CRYSTAL  FEATHER,NONE,MEDIUM BLACK,NONE,80.0
H304-202454,Subject to Prior Sale,OVAL,5.01,G,SI2,,EX,VG,BLUE,MED,13.88 - 9.75 X 5.43,GIA,6227008284,22000.0,34.0,14520.0,,,,55.7,58.0,MED,THK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H304-202454/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H304-202454,https://thnk18.azureedge.net/img/CertImages/6227008284.jpg,,,,TWINNING WISP  FEATHER  INDENTED NATURAL  NATURAL,NONE,MEDIUM BLACK,NONE,90.0
H537-202464,Subject to Prior Sale,ROUND,0.5,K,SI2,VG,EX,VG,,NON,5.00 - 4.93 X 3.22,GIA,7406731435,1800.0,32.5,1215.0,,,,64.9,59.0,STK,THK,5.0,FACETED,NON,,14.5,35.0,45.0,42.2,MUM,https://thnk18.azureedge.net/img/images/imaged/H537-202464/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H537-202464,https://thnk18.azureedge.net/img/CertImages/7406731435.jpg,,,,CRYSTAL  CLOUD,NONE,MEDIUM BLACK,NONE,80.0
H315-202467,Subject to Prior Sale,ROUND,0.9,F,SI2,VG,EX,EX,BLUE,STG,6.08 - 6.03 X 3.92,GIA,2416085686,4900.0,31.0,3381.0,,,,64.7,57.0,MED,THK,4.5,FACETED,NON,,16.0,36.0,44.0,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/H315-202467/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H315-202467,https://thnk18.azureedge.net/img/CertImages/2416085686.jpg,,,,TWINNING WISP  FEATHER,NONE,MINOR BLACK,NONE,90.0
H522-202492,Subject to Prior Sale,ROUND,0.32,G,VS1,EX,EX,EX,,NON,4.38 - 4.35 X 2.73,GIA,2407689617,2200.0,24.0,1672.0,,,,62.5,56.0,MED,STK,3.5,Faceted,NON,,16.0,36.0,43.0,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H522-202492/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H522-202492,https://thnk18.azureedge.net/img/CertImages/2407689617.jpg,,,,Crystal  Feather  Pinpoint  Needle,LIGHT BROWN,NONE,NONE,100.0
H522-202503,Subject to Prior Sale,ROUND,0.3,F,SI1,EX,EX,VG,,NON,4.29 - 4.24 X 2.67,GIA,5403689527,2000.0,24.5,1510.0,,,,62.5,56.0,THN,STK,4.0,Faceted,NON,,15.5,35.0,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H522-202503/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H522-202503,https://thnk18.azureedge.net/img/CertImages/5403689527.jpg,,,,Feather  Cloud,NONE,NONE,NONE,80.0
H527-202516,Subject to Prior Sale,ROUND,0.5,E,SI1,EX,EX,EX,,FNT,5.15 - 5.13 X 3.12,GIA,7402728668,3500.0,23.0,2695.0,,,,60.7,57.0,MED,STK,3.5,FACETED,NON,,14.0,33.0,43.0,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H527-202516/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H527-202516,https://thnk18.azureedge.net/img/CertImages/7402728668.jpg,,,,TWINNING WISP  FEATHER,NONE,PIN POINT BLACK,NONE,90.0
H527-202526,Subject to Prior Sale,ROUND,0.3,E,SI1,EX,VG,VG,,NON,4.31 - 4.28 X 2.63,GIA,1409750848,2100.0,25.0,1575.0,,,,61.1,60.0,MED,STK,4.0,FACETED,NON,,13.5,34.0,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H527-202526/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H527-202526,https://thnk18.azureedge.net/img/CertImages/1409750848.jpg,,,,FEATHER  CLOUD  CRYSTAL,NONE,NONE,NONE,90.0
H537-202530,Subject to Prior Sale,ROUND,0.8,I,VS2,VG,VG,VG,,NON,5.87 - 5.81 X 3.75,GIA,7402651339,3800.0,13.0,3306.0,,,,64.3,56.0,THN,THK,5.0,Faceted,NON,,15.5,35.0,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/H537-202530/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H537-202530,https://thnk18.azureedge.net/img/CertImages/7402651339.jpg,,,,Crystal  Indented Natural,NONE,PIN POINT BLACK,NONE,100.0
H531-202557,Subject to Prior Sale,ROUND,0.5,I,SI1,EX,EX,VG,,NON,5.10 - 5.04 X 3.20,GIA,2407729375,2700.0,29.5,1903.5,,,,63.0,57.0,MED,STK,4.0,FACETED,NON,,14.5,34.0,44.5,41.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H531-202557/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H531-202557,https://thnk18.azureedge.net/img/CertImages/2407729375.jpg,,,,CRYSTAL  FEATHER,NONE,MEDIUM BLACK,NONE,80.0
H537-202572,Subject to Prior Sale,ROUND,0.5,J,SI1,EX,EX,EX,,NON,5.17 - 5.12 X 3.15,IGI,485168438,2300.0,29.0,1633.0,,,,61.1,60.0,Medium (Faceted) ,,3.0,,,,13.0,32.9,44.5,41.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H537-202572/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H537-202572,https://thnk18.azureedge.net/img/CertImages/485168438.jpg,,,,,NONE,NONE,NONE,95.0
