Stock,Availability,Shape,Weight,Color,Clarity,Cut,Polish,Symmetry,FluorescenceIntensity,FluorescenceColor,Measurements,Lab,Certificate,Rap,Discount,percarat,FancyColor,FancyColorIntensity,FancyColorOvertone,Depth,Table,GirdleThin,GirdleThick,Girdle,GirdleCondition,CuletSize,CuletCondition,CrownHeight,CrownAngle,PavilionDepth,PavilionAngle,Country,DiamondImage,VIDEO,CertPDFUrl,Heartimage,ArrowImage,AssetImage,Keytosymbols,Shade,BlackInclusion,Milky,EyeClean
H386-221959,Subject to Prior Sale,OVAL,1.0,H,SI1,,VG,VG,,NON,8.18 - 5.29 X 3.47,GIA,6421141945,5200.0,26.0,3848.0,,,,65.7,56.0,STK,ETK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H386-221959/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H386-221959,https://thnk18.azureedge.net/img/CertImages/6421141945.jpg,,,,TWINNING WISP  FEATHER  INDENTED NATURAL,NONE,MINOR BLACK,NONE,80.0
H380-221960,Subject to Prior Sale,MARQUISE,0.6,D,SI1,,EX,VG,,NON,9.77 - 4.27 X 2.45,GIA,7428177877,2700.0,16.0,2268.0,,,,57.4,54.0,MED,VTK,0.0,Faceted,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H380-221960/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H380-221960,https://thnk18.azureedge.net/img/CertImages/7428177877.jpg,,,,Crystal  Feather,NONE,PIN POINT BLACK,NONE,90.0
J114-221961,Subject to Prior Sale,HEART,3.01,*,SI2,,VG,VG,NON,NON,8.50 - 9.14 X 5.18,NONE,,1500.0,0.0,1350.0,YELLOW-BROWN,FANCY,,56.64,52.0,0,,9.42,,NON,,13.96,33.38,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J114-221961/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J114-221961,https://thnk18.azureedge.net/img/CertImages/.jpg,,,,,NONE,PIN POINT BLACK,NONE,80.0
H589-221963,Subject to Prior Sale,MARQUISE,0.7,I,VS1,,VG,VG,,NON,9.31 - 4.53 X 2.79,IGI,502149263,3200.0,24.0,2432.0,,,,61.6,55.0,THIN,THICK (FACETED),5.0,,NON,,15.0,36.3,41.5,38.7,MUM,https://thnk18.azureedge.net/img/images/imaged/H589-221963/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H589-221963,https://thnk18.azureedge.net/img/CertImages/502149263.jpg,,,,,NONE,NONE,NONE,100.0
H567-221964,Subject to Prior Sale,ROUND,0.3,D,VS1,EX,EX,VG,,NON,4.28 - 4.23 X 2.70,GIA,2424135874,2600.0,31.0,1794.0,,,,63.4,57.0,MED,STK,3.5,Faceted,NON,,16.0,36.0,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/H567-221964/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H567-221964,https://thnk18.azureedge.net/img/CertImages/2424135874.jpg,,,,Feather  Pinpoint,NONE,NONE,NONE,100.0
J422-221965,Subject to Prior Sale,RADIANT MODIFIED BRILLIANT,1.5,J,SI1,,EX,EX,,NON,7.70 - 5.71 X 3.93,GIA,6421164081,5800.0,17.0,4814.0,,,,68.8,67.0,VTK,,0.0,,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J422-221965/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J422-221965,https://thnk18.azureedge.net/img/CertImages/6421164081.jpg,,,,FEATHER  CLOUD  CRYSTAL  NEEDLE,NONE,MINOR BLACK,NONE,90.0
J421-221966,Subject to Prior Sale,ROUND,0.3,F,SI1,EX,EX,VG,,NON,4.32 - 4.29 X 2.61,GIA,7423121566,2000.0,27.0,1460.0,,,,60.7,59.0,THN,STK,3.5,Faceted,NON,,14.0,34.5,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/J421-221966/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J421-221966,https://thnk18.azureedge.net/img/CertImages/7423121566.jpg,,,,Feather  Crystal,NONE,MINOR BLACK,NONE,95.0
J401-221967,Subject to Prior Sale,PEAR,1.0,E,SI2,,VG,VG,BLUE,VST,8.45 - 5.54 X 3.17,GIA,6421054670,5300.0,36.0,3392.0,,,,57.3,63.0,VTK,ETK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J401-221967/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J401-221967,https://thnk18.azureedge.net/img/CertImages/6421054670.jpg,,,,TWINNING WISP  CRYSTAL  FEATHER,NONE,NONE,NONE,80.0
J130-221975,Subject to Prior Sale,CUSHION MODIFIED,5.03,*,VS2,,EX,EX,,FNT,9.48 - 9.27 X 6.37,GIA,2225254098,6200.0,0.0,5580.0,W-X,,,68.7,56.0,VTK,ETK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J130-221975/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J130-221975,https://thnk18.azureedge.net/img/CertImages/2225254098.jpg,,,,CRYSTAL  CLOUD  FEATHER,NONE,PIN POINT BLACK,NONE,100.0
H386-221976,Subject to Prior Sale,PEAR,0.9,F,VS1,,VG,VG,,FNT,8.11 - 5.27 X 3.41,GIA,7426154332,5700.0,18.0,4674.0,,,,64.8,58.0,VTN,ETK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H386-221976/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H386-221976,https://thnk18.azureedge.net/img/CertImages/7426154332.jpg,,,,FEATHER  CAVITY  NEEDLE  PINPOINT,NONE,PIN POINT BLACK,NONE,100.0
J102-221979,Subject to Prior Sale,PEAR,1.0,H,VVS2,,EX,VG,,NON,8.65 - 5.44 X 3.49,GIA,1428090789,6300.0,8.5,5764.5,,,,64.2,61.0,THK,VTK,0.0,Faceted,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J102-221979/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J102-221979,https://thnk18.azureedge.net/img/CertImages/1428090789.jpg,,,,Pinpoint  Cloud  Feather  Indented Natural,NONE,NONE,NONE,100.0
J102-221982,Subject to Prior Sale,OVAL,0.7,G,VS1,,VG,VG,,NON,7.26 - 5.04 X 2.88,GIA,2426151721,4300.0,20.0,3440.0,,,,57.1,64.0,STK,VTK,0.0,Faceted,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J102-221982/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J102-221982,https://thnk18.azureedge.net/img/CertImages/2426151721.jpg,,,,Feather  Pinpoint,NONE,NONE,NONE,100.0
J401-221985,Subject to Prior Sale,OVAL MIX CUT,1.02,H,VS1,,EX,VG,,NON,10.52 - 4.72 X 2.49,GIA,2424178799,6000.0,25.0,4500.0,,,,52.8,59.0,STK,VTK,0.0,Faceted,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J401-221985/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J401-221985,https://thnk18.azureedge.net/img/CertImages/2424178799.jpg,,,,Crystal  Feather  Cloud  Pinpoint,NONE,PIN POINT BLACK,NONE,100.0
H567-221988,Subject to Prior Sale,ROUND,0.3,J,VS1,EX,EX,EX,,NON,4.27 - 4.25 X 2.65,GIA,6425130425,1700.0,17.75,1398.25,,,,62.1,58.0,MED,STK,4.0,Faceted,NON,,15.5,36.0,42.5,40.6,MUM,https://thnk18.azureedge.net/img/images/imaged/H567-221988/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H567-221988,https://thnk18.azureedge.net/img/CertImages/6425130425.jpg,,,,Crystal  Feather  Cloud,NONE,MINOR BLACK,NONE,100.0
J130-221989,Subject to Prior Sale,ROUND,1.5,L,IF,EX,EX,EX,,FNT,7.42 - 7.37 X 4.48,GIA,7428143754,7100.0,11.0,6319.0,,,,60.6,59.0,MED,STK,3.5,FACETED,NON,,14.0,34.0,43.0,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J130-221989/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J130-221989,https://thnk18.azureedge.net/img/CertImages/7428143754.jpg,,,,,NONE,NONE,NONE,100.0
H589-221990,Subject to Prior Sale,ROUND,0.7,I,SI2,EX,EX,VG,,NON,5.68 - 5.64 X 3.52,GIA,6422129717,2900.0,21.5,2276.5,,,,62.3,59.0,MED,STK,4.5,Faceted,NON,,14.0,34.0,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/H589-221990/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H589-221990,https://thnk18.azureedge.net/img/CertImages/6422129717.jpg,,,,Crystal  Feather,MIX TINGE 1,NONE,NONE,85.0
J403-221994,Subject to Prior Sale,ROUND,0.3,D,SI1,EX,EX,EX,,NON,4.31 - 4.28 X 2.62,GIA,5426135994,2200.0,22.5,1705.0,,,,61.1,62.0,MED,STK,4.5,Faceted,NON,,12.5,33.5,44.0,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/J403-221994/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J403-221994,https://thnk18.azureedge.net/img/CertImages/5426135994.jpg,,,,Cavity  Cloud  Feather,NONE,PIN POINT BLACK,NONE,100.0
J414-221996,Subject to Prior Sale,ROUND,0.58,D,IF,EX,EX,EX,,NON,5.31 - 5.27 X 3.35,GIA,2428176470,7000.0,28.0,5040.0,,,,63.3,57.0,MED,STK,3.5,Faceted,NON,,16.0,36.5,43.5,41.2,MUM,https://thnk18.azureedge.net/img/images/imaged/J414-221996/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J414-221996,https://thnk18.azureedge.net/img/CertImages/2428176470.jpg,,,,Minor Details of Polish,NONE,NONE,NONE,100.0
J113-221997,Subject to Prior Sale,ROUND,5.03,I,SI2,EX,EX,EX,,NON,10.99 - 10.91 X 6.88,GIA,1226254045,19500.0,14.0,16770.0,,,,62.8,58.0,THN,MED,3.5,Faceted,NON,,15.0,35.0,44.0,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/J113-221997/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J113-221997,https://thnk18.azureedge.net/img/CertImages/1226254045.jpg,,,,Crystal  Feather  Cloud  Cavity  Needle,NONE,PIN POINT BLACK,NONE,75.0
J102-221999,Subject to Prior Sale,PEAR,1.2,H,SI1,,VG,VG,,NON,8.95 - 5.84 X 3.46,GIA,7428161055,5200.0,11.5,4602.0,,,,59.2,62.0,STK,ETK,0.0,Faceted,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J102-221999/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J102-221999,https://thnk18.azureedge.net/img/CertImages/7428161055.jpg,,,,Crystal  Feather  Cavity  Cloud  Needle,NONE,MINOR BLACK,NONE,90.0
J412-222003,Subject to Prior Sale,OVAL,1.0,K,SI2,,EX,VG,,FNT,7.46 - 5.54 X 3.64,GIA,7426135465,2800.0,31.0,1932.0,BROWN,FAINT,BROWN,65.7,59.0,MED,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J412-222003/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J412-222003,https://thnk18.azureedge.net/img/CertImages/7426135465.jpg,,,,CRYSTAL  FEATHER  CAVITY  INDENTED NATURAL,LIGHT BROWN,PIN POINT BLACK,NONE,80.0
J403-222004,Subject to Prior Sale,OVAL,0.59,G,VVS1,,EX,VG,,FNT,7.49 - 4.79 X 2.51,GIA,6422177535,3200.0,15.0,2720.0,,,,52.3,60.0,THN,THK,0.0,Faceted,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J403-222004/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J403-222004,https://thnk18.azureedge.net/img/CertImages/6422177535.jpg,,,,Pinpoint  Feather,NONE,NONE,NONE,100.0
J421-222005,Subject to Prior Sale,ROUND,0.3,H,VS1,EX,VG,VG,,NON,4.30 - 4.27 X 2.63,GIA,6425136052,2100.0,23.0,1617.0,,,,61.4,60.0,MED,STK,4.0,Faceted,NON,,14.5,35.5,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J421-222005/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J421-222005,https://thnk18.azureedge.net/img/CertImages/6425136052.jpg,,,,Crystal  Pinpoint,NONE,NONE,NONE,100.0
J403-222006,Subject to Prior Sale,ROUND,0.33,I,VVS1,EX,EX,EX,,NON,4.43 - 4.39 X 2.74,GIA,6425135850,2200.0,25.5,1639.0,,,,62.1,57.0,MED,STK,4.0,FACETED,NON,,15.0,35.0,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/J403-222006/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J403-222006,https://thnk18.azureedge.net/img/CertImages/6425135850.jpg,,,,CLOUD  PINPOINT,INSPECTION ADVISABLE,NONE,NONE,100.0
J414-222007,Subject to Prior Sale,ROUND,0.45,I,VVS2,EX,EX,EX,,NON,4.92 - 4.89 X 3.03,GIA,6421135334,2400.0,9.5,2172.0,,,,61.8,60.0,STK,,4.0,Faceted,NON,,13.5,34.0,44.0,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/J414-222007/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J414-222007,https://thnk18.azureedge.net/img/CertImages/6421135334.jpg,,,,Needle  Pinpoint  Cloud,MIX TINGE 1,NONE,NONE,100.0
J408-222009,Subject to Prior Sale,ROUND,0.7,I,VS1,EX,EX,EX,,NON,5.78 - 5.74 X 3.45,GIA,7426176479,4000.0,9.0,3640.0,,,,60.0,62.0,MED,STK,3.5,Faceted,NON,,12.5,33.0,44.0,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/J408-222009/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J408-222009,https://thnk18.azureedge.net/img/CertImages/7426176479.jpg,,,,Crystal  Feather  Pinpoint  Internal Graining,NONE,PIN POINT BLACK,NONE,100.0
H622-222012,Subject to Prior Sale,EMERALD,1.01,J,IF,,VG,VG,,NON,7.51 - 4.68 X 2.81,IGI,512244752,4800.0,39.0,2928.0,,,,60.0,67.0,MEDIUM,SLIGHTLY THICK,3.0,,NON,,10.5,21.3,46.5,35.9,MUM,https://thnk18.azureedge.net/img/images/imaged/H622-222012/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H622-222012,https://thnk18.azureedge.net/img/CertImages/512244752.jpg,,,,,NONE,NONE,NONE,100.0
H590-222017,Subject to Prior Sale,EMERALD,0.6,G,VVS1,,VG,VG,,NON,6.29 - 3.72 X 2.71,GIA,5426126433,3200.0,22.0,2496.0,,,,72.9,72.0,STK,VTK,0.0,,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H590-222017/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H590-222017,https://thnk18.azureedge.net/img/CertImages/5426126433.jpg,,,,FEATHER,NONE,NONE,NONE,100.0
H386-222018,Subject to Prior Sale,HEART,0.7,G,VS1,,VG,VG,Blue,MED,5.43 - 5.87 X 3.60,GIA,2426126710,4300.0,30.0,3010.0,,,,61.4,55.0,VTK,ETK,0.0,Faceted,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H386-222018/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H386-222018,https://thnk18.azureedge.net/img/CertImages/2426126710.jpg,,,,Indented Natural,NONE,NONE,NONE,100.0
J117-222019,Subject to Prior Sale,ROUND,1.51,K,VS2,EX,EX,EX,,FNT,7.44 - 7.38 X 4.56,GIA,5426144008,6500.0,15.0,5525.0,,,,61.5,57.0,MED,STK,3.5,FACETED,NON,,13.5,32.5,44.5,41.8,MUM,https://thnk18.azureedge.net/img/images/imaged/J117-222019/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J117-222019,https://thnk18.azureedge.net/img/CertImages/5426144008.jpg,,,,TWINNING WISP,NONE,NONE,NONE,100.0
H620-222022,Subject to Prior Sale,PEAR,1.16,E,VS2,,EX,VG,,FNT,9.20 - 5.64 X 3.55,GIA,1425142070,7200.0,18.5,5868.0,,,,62.9,62.0,MED,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H620-222022R/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H620-222022R,https://thnk18.azureedge.net/img/CertImages/1425142070.jpg,,,,CRYSTAL  NEEDLE  INDENTED NATURAL  NATURAL,NONE,MEDIUM BLACK,NONE,90.0
J116-222023,Subject to Prior Sale,PEAR,1.52,L,SI2,,EX,EX,,VSL,10.91 - 6.58 X 3.58,IGI,510178946,3600.0,36.0,2304.0,,,,54.4,61.0,MEDIUM (FACETED) ,,3.0,,NON,,13.0,33.2,38.5,36.7,MUM,https://thnk18.azureedge.net/img/images/imaged/J116-222023/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J116-222023,https://thnk18.azureedge.net/img/CertImages/510178946.jpg,,,,,NONE,PIN POINT BLACK,NONE,80.0
H608-222024,Subject to Prior Sale,PEAR,0.7,G,SI1,,VG,VG,,NON,7.68 - 4.98 X 3.03,GIA,6422177061,3500.0,25.0,2625.0,,,,60.9,59.0,MED,VTK,0.0,Faceted,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H608-222024/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H608-222024,https://thnk18.azureedge.net/img/CertImages/6422177061.jpg,,,,Crystal  Needle  Feather,NONE,MINOR BLACK,NONE,90.0
J421-222027,Subject to Prior Sale,ROUND,0.3,J,VS1,EX,EX,EX,,NON,4.30 - 4.26 X 2.66,GIA,6422135826,1700.0,17.0,1411.0,,,,62.1,57.0,MED,STK,3.5,Faceted,NON,,15.0,35.0,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J421-222027/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J421-222027,https://thnk18.azureedge.net/img/CertImages/6422135826.jpg,,,,Feather  Cloud,NONE,NONE,NONE,100.0
J424-222029,Subject to Prior Sale,ROUND,0.9,H,SI1,EX,EX,EX,,NON,6.15 - 6.10 X 3.88,GIA,1423142934,5300.0,5.0,5035.0,,,,63.4,56.0,MED,STK,3.5,Faceted,NON,,16.5,36.5,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J424-222029/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J424-222029,https://thnk18.azureedge.net/img/CertImages/1423142934.jpg,,,,Crystal  Cloud  Feather,NONE,PIN POINT BLACK,NONE,100.0
H386-222032,Subject to Prior Sale,HEART,1.0,F,SI2,,VG,VG,,NON,6.69 - 7.02 X 3.57,GIA,2427160503,5000.0,35.0,3250.0,,,,50.8,56.0,MED,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H386-222032/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H386-222032,https://thnk18.azureedge.net/img/CertImages/2427160503.jpg,,,,TWINNING WISP  FEATHER,NONE,PIN POINT BLACK,NONE,95.0
H380-222033,Subject to Prior Sale,EMERALD,0.72,D,IF,,VG,VG,,NON,6.87 - 4.06 X 2.49,GIA,2426149237,6200.0,26.0,4588.0,,,,61.3,70.0,MED,STK,0.0,,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H380-222033/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H380-222033,https://thnk18.azureedge.net/img/CertImages/2426149237.jpg,,,,MINOR DETAILS OF POLISH,NONE,NONE,NONE,100.0
J424-222038,Subject to Prior Sale,ROUND,0.45,I,VVS2,EX,EX,EX,,FNT,4.95 - 4.92 X 2.99,GIA,1429122378,2400.0,8.0,2208.0,,,,60.7,60.0,STK,,4.5,Faceted,NON,,12.5,32.0,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/J424-222038/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J424-222038,https://thnk18.azureedge.net/img/CertImages/1429122378.jpg,,,,Pinpoint  Feather  Indented Natural,NONE,NONE,NONE,100.0
H611-222040,Subject to Prior Sale,ROUND,0.32,D,SI1,EX,EX,EX,,NON,4.39 - 4.37 X 2.73,GIA,2424119285,2200.0,22.0,1716.0,,,,62.2,58.0,THN,MED,3.0,Faceted,NON,,15.5,36.5,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H611-222040/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H611-222040,https://thnk18.azureedge.net/img/CertImages/2424119285.jpg,,,,Crystal  Cloud,NONE,NONE,NONE,100.0
J401-222044,Subject to Prior Sale,OVAL,1.2,H,VS2,,VG,VG,BLUE,MED,8.17 - 6.04 X 3.21,GIA,6425136575,5700.0,23.0,4389.0,,,,53.2,64.0,THN,ETK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/J401-222044/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J401-222044,https://thnk18.azureedge.net/img/CertImages/6425136575.jpg,,,,CRYSTAL  INDENTED NATURAL  FEATHER  NEEDLE  CLOUD  NATURAL,NONE,MINOR BLACK,NONE,100.0
J413-222045,Subject to Prior Sale,ROUND,4.03,H,I1,VG,EX,VG,,VSL,9.98 - 9.91 X 6.38,IGI,512244774,8500.0,33.0,5695.0,,,,64.0,56.0,SLIGHTLY THICK,THICK (FACETED,0.0,,NON,,16.5,36.5,43.0,40.7,MUM,https://thnk18.azureedge.net/img/images/imaged/J413-222045/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J413-222045,https://thnk18.azureedge.net/img/CertImages/512244774.jpg,,,,,INSPECTION ADVISABLE,MEDIUM BLACK,NONE,70.0
J116-222046,Subject to Prior Sale,OVAL,1.01,J,VS1,,VG,VG,,VSL,7.79 - 5.64 X 3.47,IGI,512244723,4200.0,37.0,2646.0,,,,61.5,61.0,SLIGHTLY THICK,VERY THICK (FA,6.0,,NON,,13.5,33.9,41.5,39.6,MUM,https://thnk18.azureedge.net/img/images/imaged/J116-222046/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J116-222046,https://thnk18.azureedge.net/img/CertImages/512244723.jpg,,,,,NONE,PIN POINT BLACK,NONE,100.0
H386-222048,Subject to Prior Sale,HEART,0.61,D,VS2,,VG,VG,,FNT,5.41 - 5.77 X 3.41,GIA,1428126492,3200.0,19.0,2592.0,,,,59.1,63.0,MED,VTK,0.0,Faceted,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H386-222048/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H386-222048,https://thnk18.azureedge.net/img/CertImages/1428126492.jpg,,,,Feather  Crystal,NONE,PIN POINT BLACK,NONE,100.0
J403-222049,Subject to Prior Sale,PEAR,0.8,H,VVS2,,VG,VG,,VSL,7.78 - 5.03 X 3.28,IGI,502149261,4100.0,25.0,3075.0,,,,65.2,58.5,SLIGHTLY THICK,THICK (FACETED,5.0,,NON,,16.0,37.6,43.5,39.4,MUM,https://thnk18.azureedge.net/img/images/imaged/J403-222049/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J403-222049,https://thnk18.azureedge.net/img/CertImages/502149261.jpg,,,,,NONE,NONE,NONE,100.0
J414-222050,Subject to Prior Sale,ROUND,0.4,G,SI1,EX,EX,EX,,NON,4.69 - 4.65 X 2.96,GIA,3425130220,2200.0,25.0,1650.0,,,,63.4,57.0,MED,STK,4.0,Faceted,NON,,15.5,35.0,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/J414-222050/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J414-222050,https://thnk18.azureedge.net/img/CertImages/3425130220.jpg,,,,Crystal,NONE,PIN POINT BLACK,NONE,85.0
J414-222051,Subject to Prior Sale,ROUND,0.3,G,SI1,EX,EX,EX,,NON,4.29 - 4.28 X 2.64,GIA,7426119363,1900.0,20.5,1510.5,,,,61.5,58.0,MED,STK,4.0,Faceted,NON,,15.0,35.0,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/J414-222051/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J414-222051,https://thnk18.azureedge.net/img/CertImages/7426119363.jpg,,,,Crystal,NONE,NONE,NONE,100.0
H613-222056,Subject to Prior Sale,ROUND,0.55,G,VS1,EX,EX,EX,,NON,5.27 - 5.23 X 3.29,GIA,2426126732,4100.0,19.5,3300.5,,,,62.7,57.0,MED,,3.5,Faceted,NON,,15.0,35.0,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/H613-222056/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H613-222056,https://thnk18.azureedge.net/img/CertImages/2426126732.jpg,,,,Crystal  Cloud  Pinpoint,NONE,PIN POINT BLACK,NONE,100.0
J414-222057,Subject to Prior Sale,ROUND,0.4,J,VVS2,EX,EX,EX,,NON,4.76 - 4.74 X 2.90,GIA,6421121396,2100.0,14.0,1806.0,,,,61.1,59.0,MED,STK,3.5,Faceted,NON,,13.5,33.5,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/J414-222057/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J414-222057,https://thnk18.azureedge.net/img/CertImages/6421121396.jpg,,,,Needle  Pinpoint,NONE,PIN POINT BLACK,NONE,100.0
H589-222061,Subject to Prior Sale,ROUND,0.31,F,VS2,EX,EX,EX,,NON,4.36 - 4.33 X 2.70,GIA,1427130318,2200.0,29.0,1562.0,,,,62.2,58.0,MED,STK,3.5,FACETED,NON,,15.5,36.0,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H589-222061/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H589-222061,https://thnk18.azureedge.net/img/CertImages/1427130318.jpg,,,,CLOUD  FEATHER,MIX TINGE 1,NONE,NONE,100.0
J421-222062,Subject to Prior Sale,ROUND,0.3,E,SI1,EX,EX,EX,,NON,4.31 - 4.28 X 2.66,GIA,2424130433,2100.0,23.5,1606.5,,,,61.8,60.0,MED,STK,4.0,Faceted,NON,,13.5,34.0,44.0,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/J421-222062/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=J421-222062,https://thnk18.azureedge.net/img/CertImages/2424130433.jpg,,,,Feather  Crystal,NONE,MINOR BLACK,NONE,90.0
