stock_no,item_no,place,status,shape,carat,color,clarity,cut,polish,symmetry,fluorescence,measurements,report,report_no,rap,back,price,colsh,milky,WC,WT,BT,BC,eye_clean,HnA,ins,table,depth,CA,PA,keyToSymbols,culet,report_date,special,arrive,image,movie,comments
5ZOZ5,229903,HK,G,round,0.50,D,VS1,EX,EX,EX,N,5.07-5.10x3.17,GIA,2225072604,4600,-30.10%,$1607.70,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.40,34.50,41.60,Feather  Indented Natural  Pinpoint,N,2021-10-11,,Arrived,,,NO BGM  no black
4ZOZ5,229902,HK,G,round,0.50,E,VS2,EX,EX,EX,N,5.06-5.08x3.16,GIA,1226066963,4000,-29.60%,$1408.00,WH,M0,,,BT0,BC0,EC0,EX,Y,54.00,62.30,34.00,41.00,Cloud  Crystal  Feather,N,2021-10-11,,Arrived,,,NO BGM  no black
3ZOZ5,229901,HK,G,round,0.50,E,VS2,VG,EX,VG,N,4.94-4.99x3.20,GIA,2223079426,4000,-41.70%,$1166.00,WH,M0,,,BT0,BC1,EC0,,Y,56.00,64.40,38.50,40.40,Twinning Wisp  Feather,N,2021-10-13,,Arrived,,,NO BGM  table no black
2ZOZ5,229900,HK,G,round,0.50,F,VS1,GD,VG,VG,N,4.84-4.88x3.21,GIA,1409164281,4200,-50.60%,$1037.40,WH,M0,,,BT1,BC0,EC0,,Y,63.00,66.00,40.00,41.60,Crystal  Cloud,N,2021-10-07,,Arrived,,,NO BGM
1ZOZ5,229899,HK,G,round,0.50,H,VS1,EX,EX,EX,N,5.13-5.15x3.12,GIA,5222059495,3800,-26.00%,$1406.00,WH,M0,,,BT0,BC0,EC0,,Y,60.00,60.80,32.50,41.80,Cloud  Feather  Indented Natural,N,2021-10-07,,Arrived,,,NO BGM  no black
0ZOZ5,229898,HK,G,round,0.50,E,VS2,VG,EX,VG,F,5.21-5.27x3.01,GIA,6405443621,4000,-45.80%,$1084.00,WH,M0,,,BT1,BC0,EC0,,Y,59.00,57.40,32.00,40.20,Crystal  Feather,N,2021-10-15,,Arrived,,,NO BGM
ZYOZ5,229897,HK,G,round,0.50,H,VS1,EX,EX,EX,N,5.04-5.07x3.16,GIA,6223052488,3800,-25.30%,$1419.30,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.50,36.50,41.00,Feather,VS,2021-10-05,,Arrived,,,NO BGM  no black
YYOZ5,229896,HK,G,round,0.50,F,VS1,VG,EX,VG,N,4.98-5.03x3.21,GIA,6227036080,4200,-41.40%,$1230.60,WH,M0,,,BT0,BC0,EC0,,Y,57.00,64.20,34.50,41.80,Crystal  Pinpoint  Cloud,N,2021-10-05,,Arrived,,,NO BGM  no black
XYOZ5,229895,HK,G,round,0.50,E,VS1,VG,EX,VG,N,4.94-5.01x3.16,GIA,6224053797,4400,-43.80%,$1236.40,WH,M0,,,BT0,BC0,EC0,,Y,61.00,63.60,35.50,41.80,Cloud  Indented Natural,N,2021-10-05,,Arrived,,,NO BGM  no black
WYOZ5,229894,HK,G,round,0.50,D,VS1,EX,EX,EX,N,5.06-5.08x3.17,GIA,2225042027,4600,-30.10%,$1607.70,WH,M0,,,BT0,BC0,EC0,EX,Y,56.00,62.50,36.00,40.80,Feather  Pinpoint,N,2021-10-05,,Arrived,,,NO BGM  no black
VYOZ5,229893,HK,G,round,0.50,D,VS1,EX,EX,EX,N,5.05-5.09x3.17,GIA,5221042115,4600,-29.70%,$1616.90,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.60,36.50,41.00,Cloud  Needle,N,2021-10-05,,Arrived,,,NO BGM  no black
UYOZ5,229892,HK,G,round,0.50,D,VS1,EX,EX,EX,N,5.07-5.08x3.18,GIA,5221042942,4600,-30.60%,$1596.20,WH,M0,,,BT0,BC1,EC0,EX,Y,56.00,62.60,36.50,40.60,Crystal  Needle  Pinpoint,N,2021-10-05,,Arrived,,,NO BGM  table no black
TYOZ5,229891,HK,G,round,0.50,D,VS2,VG,EX,VG,N,4.94-4.99x3.17,GIA,6227048793,4200,-44.00%,$1176.00,WH,M0,,,BT0,BC0,EC0,,Y,59.00,63.90,37.00,41.00,Cloud  Feather  Cavity  Indented Natural,N,2021-10-05,,Arrived,,,NO BGM  no black
SYOZ5,229890,HK,G,round,0.50,H,VS1,EX,EX,EX,F,5.15-5.16x3.06,GIA,5222037133,3800,-34.00%,$1254.00,WH,M0,,,BT0,BC0,EC0,,Y,61.00,59.40,33.50,40.80,Cloud  Crystal  Indented Natural,N,2021-10-05,,Arrived,,,NO BGM  no black
RYOZ5,229889,HK,G,round,0.50,D,VS1,VG,EX,VG,N,4.92-4.99x3.20,GIA,6223048450,4600,-45.50%,$1253.50,WH,M0,,,BT0,BC0,EC0,,Y,56.00,64.50,37.50,40.60,Feather  Indented Natural  Pinpoint,N,2021-10-05,,Arrived,,,NO BGM  no black
QYOZ5,229888,HK,G,round,0.50,G,VS1,EX,EX,EX,N,5.12-5.14x3.11,GIA,1226048755,4000,-27.30%,$1454.00,WH,M0,,,BT1,BC0,EC0,,Y,61.00,60.60,32.50,41.80,Crystal  Cloud  Etch Channel  Needle,N,2021-10-05,,Arrived,,,NO BGM
PYOZ5,229887,HK,G,round,0.50,F,VS1,VG,EX,VG,N,4.93-4.97x3.20,GIA,5222037065,4200,-41.40%,$1230.60,WH,M0,,,BT0,BC0,EC0,,Y,57.00,64.60,37.50,40.80,Indented Natural  Pinpoint,N,2021-10-05,,Arrived,,,NO BGM  no black
OYOZ5,229886,HK,G,round,0.50,E,VS1,EX,EX,EX,N,5.04-5.06x3.16,GIA,6405354933,4400,-29.90%,$1542.20,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.60,36.50,41.20,Feather  Cloud  Needle  Pinpoint,VS,2021-10-10,,Arrived,,,NO BGM  no black
NYOZ5,229885,HK,G,round,0.50,G,VS2,VG,EX,VG,N,4.90-4.96x3.17,GIA,6214966657,3800,-39.30%,$1153.30,WH,M0,,,BT1,BC0,EC0,,Y,58.00,64.20,38.50,40.00,Cloud  Crystal,N,2021-10-09,,Arrived,,,NO BGM
MYOZ5,229884,HK,G,round,0.50,H,VS1,EX,EX,EX,N,5.16-5.19x3.08,GIA,5221028498,3800,-25.70%,$1411.70,WH,M0,,,BT0,BC0,EC0,,Y,59.00,59.50,32.00,41.00,Cloud  Feather,N,2021-09-28,,Arrived,,,NO BGM  no black
LYOZ5,229883,HK,G,round,0.61,H,VS2,EX,EX,EX,N,5.41-5.44x3.41,GIA,5403666073,3700,-28.60%,$1611.50,WH,M0,,,BT1,BC0,EC0,,Y,55.00,62.80,35.00,41.20,Crystal,N,2021-10-04,,Arrived,,,NO BGM
KYOZ5,229882,HK,G,round,0.50,G,VS2,GD,EX,GD,N,5.22-5.25x2.95,GIA,5222029148,3800,-48.30%,$982.30,WH,M0,,,BT0,BC1,EC0,,Y,63.00,56.40,32.50,40.00,Crystal  Cloud  Feather  Cavity,N,2021-09-27,,Arrived,,,NO BGM  table no black
JYOZ5,229881,HK,G,round,0.50,E,VS2,VG,EX,VG,N,4.94-5.00x3.17,GIA,6395547444,4000,-41.50%,$1170.00,WH,M0,,,BT0,BC0,EC0,EX,Y,58.00,63.70,38.00,40.20,Crystal  Cloud,N,2021-07-24,,Arrived,,,NO BGM  no black
IYOZ5,229880,HK,G,round,0.50,E,VS1,EX,EX,EX,N,5.05-5.07x3.17,GIA,2221028983,4400,-29.90%,$1542.20,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.60,36.50,41.00,Feather  Indented Natural,N,2021-09-27,,Arrived,,,NO BGM  no black
HYOZ5,229879,HK,G,round,0.50,D,VS1,VG,EX,VG,N,4.99-5.02x3.19,GIA,2394356660,4600,-45.60%,$1251.20,WH,M0,,,BT0,BC0,EC0,EX,Y,56.00,63.70,37.00,40.40,Indented Natural,N,2021-07-05,,Arrived,,,NO BGM  no black
GYOZ5,229878,HK,G,round,0.50,F,VS2,GD,EX,GD,N,4.89-4.97x3.19,GIA,2406634930,3900,-49.30%,$988.65,WH,M0,,,BT1,BC0,EC0,EX,Y,57.00,64.60,38.00,40.40,Cloud  Crystal  Indented Natural,VS,2021-09-30,,Arrived,,,NO BGM
FYOZ5,229877,HK,G,round,0.50,D,VS2,EX,EX,EX,M,5.16-5.18x3.09,GIA,7408643223,4200,-41.20%,$1234.80,WH,M0,,,BT1,BC1,EC0,,Y,60.00,59.80,32.00,41.40,Cloud  Feather  Crystal  Indented Natural,N,2021-09-30,,Arrived,,,NO BGM
EYOZ5,229876,HK,G,round,0.50,D,VS2,VG,EX,VG,N,4.93-4.99x3.16,GIA,6405605969,4200,-44.80%,$1159.20,WH,M0,,,BT1,BC0,EC0,,Y,56.00,63.80,37.00,40.20,Crystal  Feather,VS,2021-09-29,,Arrived,,,NO BGM
DYOZ5,229875,HK,G,round,0.50,F,VS1,VG,VG,VG,N,4.91-4.96x3.19,GIA,2225028400,4200,-41.40%,$1230.60,WH,M0,,,BT0,BC0,EC0,EX,Y,56.00,64.70,37.50,40.40,Feather  Cavity  Needle,N,2021-09-15,,Arrived,,,NO BGM  no black
CYOZ5,229874,HK,G,round,0.50,E,VS2,EX,EX,EX,N,5.05-5.08x3.15,GIA,2404278984,4000,-29.80%,$1404.00,WH,M0,,,BT0,BC1,EC0,EX,Y,56.00,62.30,36.00,40.60,Crystal  Indented Natural,N,2021-09-13,,Arrived,,,NO BGM  table no black
BYOZ5,229873,HK,G,round,0.50,F,VS1,VG,EX,VG,N,4.90-4.98x3.17,GIA,3395690443,4200,-41.30%,$1232.70,WH,M0,,,BT0,BC0,EC0,,Y,57.00,64.00,38.50,39.80,Indented Natural  Cloud  Needle,N,2021-09-17,,Arrived,,,NO BGM  no black
AYOZ5,229872,HK,G,round,0.50,D,VS2,GD,EX,VG,N,4.84-4.90x3.24,GIA,7406596591,4200,-52.30%,$1001.70,WH,M0,,,BT1,BC1,EC0,,Y,56.00,66.60,35.50,41.40,Crystal  Indented Natural  Cloud  Feather,N,2021-09-28,,Arrived,,,NO BGM
9YOZ5,229871,HK,G,round,0.50,E,VS2,VG,EX,EX,N,4.95-4.99x3.19,GIA,2407540209,4000,-42.30%,$1154.00,WH,M0,,,BT1,BC1,EC0,VG,Y,56.00,64.30,38.50,40.20,Crystal  Feather,N,2021-09-24,,Arrived,,,NO BGM
8YOZ5,229870,HK,G,round,0.50,H,VS1,VG,EX,EX,N,4.97-4.99x3.21,GIA,6402543393,3800,-37.40%,$1189.40,WH,M0,,,BT1,BC0,EC0,,Y,58.00,64.50,36.50,41.40,Crystal  Cloud  Needle,N,2021-09-23,,Arrived,,,NO BGM
7YOZ5,229869,HK,G,round,0.50,F,VS1,VG,EX,VG,N,5.01-5.07x3.11,GIA,5222021116,4200,-41.30%,$1232.70,WH,M0,,,BT0,BC0,EC0,VG,Y,59.00,61.70,35.50,40.60,Indented Natural  Feather  Cloud  Pinpoint,VS,2021-09-15,,Arrived,,,NO BGM  no black
6YOZ5,229868,HK,G,round,0.50,G,VS2,VG,VG,VG,N,5.08-5.12x3.09,GIA,6402528412,3800,-39.90%,$1141.90,WH,M0,,,BT1,BC0,EC0,,Y,60.00,60.60,32.50,41.00,Crystal,N,2021-09-23,,Arrived,,,NO BGM
5YOZ5,229867,HK,G,round,0.50,E,VS2,EX,EX,EX,N,5.06-5.08x3.18,GIA,2215950380,4000,-30.10%,$1398.00,WH,M0,,,BT1,BC0,EC0,,Y,57.00,62.80,36.00,41.00,Crystal,N,2021-09-22,,Arrived,,,NO BGM
4YOZ5,229866,HK,G,round,0.50,F,VS1,VG,EX,VG,N,4.95-5.00x3.20,GIA,2225019897,4200,-42.20%,$1213.80,WH,M0,,,BT1,BC0,EC0,,Y,59.00,64.30,35.00,42.00,Indented Natural  Pinpoint,N,2021-09-14,,Arrived,,,NO BGM
3YOZ5,229865,HK,G,round,0.50,E,VS2,EX,EX,EX,F,5.12-5.15x3.09,GIA,6227022927,4000,-35.80%,$1284.00,WH,M0,,,BT0,BC0,EC0,,Y,61.00,60.10,33.00,41.20,Cavity  Crystal  Feather,N,2021-09-14,,Arrived,,,NO BGM  no black
2YOZ5,229864,HK,G,round,0.50,E,VS2,EX,EX,EX,N,5.13-5.16x3.13,GIA,1403469112,4000,-30.10%,$1398.00,WH,M0,,,BT1,BC1,EC0,,Y,59.00,60.80,32.50,41.60,Crystal  Cloud,N,2021-09-21,,Arrived,,,NO BGM
1YOZ5,229863,HK,G,round,0.50,E,VS1,EX,EX,EX,N,5.10-5.14x3.14,GIA,6227021137,4400,-29.80%,$1544.40,WH,M0,,,BT0,BC0,EC0,EX,Y,56.00,61.30,33.50,41.00,Feather  Needle  Indented Natural,N,2021-09-13,,Arrived,,,NO BGM  no black
0YOZ5,229862,HK,G,round,0.50,E,VS1,EX,EX,EX,N,5.07-5.08x3.16,GIA,5222021401,4400,-29.90%,$1542.20,WH,M0,,,BT0,BC0,EC0,EX,Y,56.00,62.30,36.00,40.80,Feather  Cavity,N,2021-09-13,,Arrived,,,NO BGM  no black
ZXOZ5,229861,HK,G,round,0.50,F,VS2,GD,EX,VG,N,4.80-4.89x3.23,GIA,2408443536,3900,-49.30%,$988.65,WH,M0,,,BT1,BC0,EC0,VG,Y,56.00,66.60,39.00,40.20,Cloud  Crystal  Indented Natural,N,2021-09-20,,Arrived,,,NO BGM
YXOZ5,229860,HK,G,round,0.50,F,VS2,GD,EX,GD,N,4.81-4.90x3.22,GIA,5221009055,3900,-49.30%,$988.65,WH,M0,,,BT1,BC0,EC0,GD,Y,56.00,66.20,39.50,40.00,Cloud  Crystal  Indented Natural,N,2021-09-08,,Arrived,,,NO BGM
XXOZ5,229859,HK,G,round,0.50,E,VS2,VG,VG,VG,N,4.99-5.03x3.14,GIA,3405371381,4000,-42.00%,$1160.00,WH,M0,,,BT0,BC1,EC0,EX,Y,58.00,62.80,35.00,40.80,Feather  Cloud  Crystal  Indented Natural,N,2021-09-17,,Arrived,,,NO BGM  table no black
WXOZ5,229858,HK,G,round,0.50,D,VS1,VG,EX,VG,N,5.02-5.07x3.14,GIA,3405355962,4600,-45.90%,$1244.30,WH,M0,,,BT0,BC0,EC0,,Y,56.00,62.30,35.50,40.20,Cloud  Feather  Indented Natural  Pinpoint,N,2021-09-16,,Arrived,,,NO BGM  no black
VXOZ5,229857,HK,G,round,0.50,G,VS2,EX,EX,EX,N,5.05-5.08x3.17,GIA,6227011662,3800,-28.10%,$1366.10,WH,M0,,,BT1,BC0,EC0,,Y,58.00,62.60,34.50,41.80,Crystal  Cloud,N,2021-09-08,,Arrived,,,NO BGM
UXOZ5,229856,HK,G,round,0.50,F,VS1,VG,EX,VG,N,4.93-4.98x3.18,GIA,6214994184,4200,-41.30%,$1232.70,WH,M0,,,BT0,BC0,EC0,,Y,56.00,64.20,38.50,40.00,Cloud  Feather  Needle  Pinpoint,N,2021-09-02,,Arrived,,,NO BGM  no black
TXOZ5,229855,HK,G,round,0.62,G,VS2,EX,EX,EX,N,5.45-5.49x3.39,GIA,2408334356,3800,-29.80%,$1653.91,WH,M0,,,BT1,BC0,EC0,,Y,56.00,62.00,34.00,40.80,Crystal  Cloud  Twinning Wisp  Knot,N,2021-09-14,,Arrived,,,NO BGM
SXOZ5,229854,HK,G,round,0.50,G,VS1,VG,EX,VG,N,4.94-4.99x3.20,GIA,2211995104,4000,-38.40%,$1232.00,WH,M0,,,BT0,BC0,EC0,,Y,59.00,64.40,37.00,41.20,Crystal  Cloud  Pinpoint,N,2021-09-02,,Arrived,,,NO BGM  no black
RXOZ5,229853,HK,G,round,0.50,F,VS1,VG,EX,VG,N,5.05-5.12x3.16,GIA,6214994798,4200,-41.30%,$1232.70,WH,M0,,,BT0,BC0,EC0,,Y,61.00,62.10,33.00,42.20,Indented Natural  Pinpoint,N,2021-09-02,,Arrived,,,NO BGM  no black
QXOZ5,229852,HK,G,round,0.50,G,VS2,EX,EX,EX,F,5.08-5.11x3.11,GIA,6214919232,3800,-35.80%,$1219.80,WH,M0,,,BT1,BC0,EC0,VG,Y,59.00,61.00,34.00,41.00,Crystal  Cloud  Needle,N,2021-09-10,,Arrived,,,NO BGM
PXOZ5,229851,HK,G,round,0.50,F,VS1,GD,VG,VG,N,5.01-5.09x3.10,GIA,1399522349,4200,-50.00%,$1050.00,WH,M0,,,BT0,BC0,EC0,,Y,66.00,61.30,31.50,42.00,Cloud  Pinpoint,N,2021-08-31,,Arrived,,,NO BGM  no black
NXOZ5,229849,HK,G,round,0.50,G,VS2,EX,EX,EX,N,5.04-5.08x3.15,GIA,6405293775,3800,-28.40%,$1360.40,WH,M0,,,BT1,BC0,EC0,EX,Y,56.00,62.30,36.50,40.60,Crystal  Cloud,VS,2021-09-10,,Arrived,,,NO BGM
MXOZ5,229848,HK,G,round,0.52,E,VS2,EX,EX,EX,N,5.10-5.13x3.21,GIA,2396560700,4000,-32.10%,$1412.32,WH,M0,,,BT1,BC0,EC0,,Y,57.00,62.70,36.50,40.80,Crystal  Cloud,N,2021-08-31,,Arrived,,,NO BGM
KXOZ5,229846,HK,G,round,0.50,G,VS1,EX,EX,EX,F,5.04-5.08x3.16,GIA,3395463857,4000,-36.10%,$1278.00,WH,M0,,,BT1,BC0,EC0,,Y,58.00,62.60,36.50,41.00,Crystal  Feather  Cloud,N,2021-08-25,,Arrived,,,NO BGM
JXOZ5,229845,HK,G,round,0.52,H,VS2,EX,EX,EX,N,5.18-5.20x3.15,GIA,5396558799,3700,-28.80%,$1369.89,WH,M0,,,BT1,BC0,EC0,VG,Y,59.00,60.60,33.50,41.20,Crystal  Feather  Cloud,N,2021-08-26,,Arrived,,,NO BGM
IXOZ5,229844,HK,G,round,0.50,H,VS1,VG,EX,VG,N,5.01-5.07x3.21,GIA,6217958854,3800,-37.20%,$1193.20,WH,M0,,,BT0,BC0,EC0,,Y,54.00,63.60,35.50,41.00,Cloud  Crystal  Indented Natural  Feather,N,2021-08-24,,Arrived,,,NO BGM  no black
HXOZ5,229843,HK,G,round,0.50,E,VS1,EX,EX,EX,N,5.05-5.07x3.15,GIA,2211983623,4400,-29.90%,$1542.20,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.30,36.50,40.80,Cloud  Feather  Pinpoint,N,2021-08-24,,Arrived,,,NO BGM  no black
GXOZ5,229842,HK,G,round,0.50,G,VS1,VG,EX,VG,N,4.91-4.97x3.15,GIA,5211943791,4000,-38.30%,$1234.00,WH,M0,,,BT0,BC0,EC0,,Y,58.00,63.80,37.50,40.00,Feather  Indented Natural  Cloud,N,2021-08-11,,Arrived,,,NO BGM  no black
FXOZ5,229841,HK,G,round,0.50,E,VS2,EX,EX,EX,N,5.11-5.14x3.08,GIA,6214892655,4000,-30.10%,$1398.00,WH,M0,,,BT1,BC0,EC0,VG,Y,59.00,60.20,34.00,40.80,Crystal  Indented Natural,N,2021-07-20,,Arrived,,,NO BGM
EXOZ5,229840,HK,G,round,0.50,E,VS1,EX,EX,EX,N,5.04-5.09x3.19,GIA,1395362222,4400,-29.80%,$1544.40,WH,M0,,,BT0,BC0,EC0,,Y,56.00,62.80,36.00,41.20,Crystal  Feather  Needle,N,2021-07-07,,Arrived,,,NO BGM  no black
DXOZ5,229839,HK,G,round,0.50,E,VS1,EX,EX,EX,N,5.06-5.08x3.18,GIA,5211868501,4400,-30.30%,$1533.40,WH,M0,,,BT1,BC1,EC0,,Y,57.00,62.70,36.00,41.20,Cloud  Pinpoint,N,2021-07-12,,Arrived,,,NO BGM
CXOZ5,229838,HK,G,round,0.50,E,VS1,EX,EX,EX,N,5.02-5.06x3.17,GIA,2215871278,4400,-30.70%,$1524.60,WH,M0,,,BT1,BC0,EC0,,Y,57.00,63.00,36.50,41.00,Crystal  Cavity  Feather  Needle,N,2021-07-12,,Arrived,,,NO BGM
BXOZ5,229837,HK,G,round,0.50,H,VS2,VG,EX,VG,N,5.02-5.06x3.17,GIA,2396167692,3700,-37.50%,$1156.25,WH,M0,,,BT0,BC0,EC0,EX,Y,55.00,62.90,36.50,40.60,Cloud  Crystal  Feather,N,2021-06-22,,Arrived,,,NO BGM  no black
AXOZ5,229836,HK,G,round,0.50,G,VS2,VG,EX,VG,N,4.97-5.02x3.16,GIA,5212754403,3800,-39.60%,$1147.60,WH,M0,,,BT0,BC1,EC0,EX,Y,56.00,63.30,36.00,40.60,Feather  Crystal  Indented Natural,VS,2021-06-11,,Arrived,,,NO BGM  table no black
9XOZ5,229835,HK,G,round,0.50,F,VS1,EX,EX,EX,F,5.06-5.09x3.16,GIA,2211720629,4200,-37.20%,$1318.80,WH,M0,,,BT0,BC0,EC0,EX,Y,56.00,62.20,36.00,40.60,Crystal  Indented Natural  Needle  Cloud,VS,2021-05-26,,Arrived,,,NO BGM  no black
8XOZ5,229834,HK,G,round,0.62,E,VS2,EX,EX,EX,N,5.42-5.45x3.40,GIA,2387564897,4000,-29.80%,$1740.96,WH,M0,,,BT1,BC0,EC0,EX,Y,56.00,62.60,36.50,40.60,Feather  Crystal,N,2021-05-06,,Arrived,,,NO BGM
7XOZ5,229833,HK,G,round,0.50,E,VVS2,GD,EX,VG,N,4.82-4.87x3.19,GIA,6411148357,4600,-52.30%,$1097.10,WH,M0,,,,,EC0,,Y,55.00,65.80,39.50,39.20,Needle  Pinpoint  Natural,N,2021-11-03,,Arrived,,,NO BGM
6XOZ5,229832,HK,G,round,0.50,G,VVS2,VG,EX,VG,N,4.91-4.97x3.21,GIA,1403792261,4100,-40.40%,$1221.80,WH,M0,,,BT0,BC0,EC0,VG,Y,55.00,64.90,38.00,40.40,Needle  Cloud  Feather  Pinpoint,N,2021-11-12,,Arrived,,,NO BGM  no black
5XOZ5,229831,HK,G,round,0.50,E,VVS2,EX,EX,EX,N,5.03-5.06x3.18,GIA,5222118947,4600,-31.60%,$1573.20,WH,M0,,,BT0,BC0,EC0,,Y,57.00,63.10,36.50,41.20,Needle  Cloud  Indented Natural,N,2021-11-08,,Arrived,,,NO BGM  no black
4XOZ5,229830,HK,G,round,0.50,H,VVS2,VG,EX,VG,N,4.93-4.98x3.18,GIA,2225122147,3900,-39.40%,$1181.70,WH,M0,,,BT0,BC0,EC0,,Y,56.00,64.10,38.00,40.00,Needle  Cloud  Indented Natural  Pinpoint,N,2021-11-08,,Arrived,,,NO BGM  no black
3XOZ5,229829,HK,G,round,0.50,G,VVS2,VG,VG,VG,N,4.96-5.00x3.19,GIA,2225125058,4100,-39.90%,$1232.05,WH,M0,,,BT0,BC0,EC0,,Y,58.00,64.00,37.00,41.00,Feather  Natural,N,2021-11-08,,Arrived,,,NO BGM  no black
2XOZ5,229828,HK,G,round,0.51,H,VVS2,EX,EX,EX,N,5.07-5.10x3.18,GIA,7413287544,3900,-29.60%,$1400.26,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.40,36.50,41.00,Pinpoint  Feather  Indented Natural,N,2021-11-16,,Arrived,,,NO BGM  no black
1XOZ5,229827,HK,G,round,0.50,D,VVS1,EX,EX,EX,N,5.08-5.11x3.15,GIA,5221057112,5600,-30.30%,$1951.60,WH,M0,,,BT0,BC0,EC0,,Y,58.00,61.80,36.50,41.00,Pinpoint  Feather  Surface Graining,N,2021-11-09,,Arrived,,,NO BGM  no black
0XOZ5,229826,HK,G,round,0.50,E,VVS2,EX,EX,EX,N,5.08-5.09x3.12,GIA,2221088871,4600,-31.60%,$1573.20,WH,M0,,,BT0,BC0,EC0,EX,Y,58.00,61.30,36.00,40.60,Needle  Pinpoint  Indented Natural,N,2021-10-20,,Arrived,,,NO BGM  no black
ZWOZ5,229825,HK,G,round,0.50,F,VVS1,EX,EX,EX,N,5.05-5.08x3.18,GIA,1407454093,4600,-29.10%,$1630.70,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.70,36.50,41.00,Pinpoint  Feather  Indented Natural,N,2021-10-19,,Arrived,,,NO BGM  no black
YWOZ5,229824,HK,G,round,0.50,F,VVS1,EX,EX,EX,N,5.04-5.07x3.17,GIA,6224089523,4600,-28.60%,$1642.20,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.70,36.00,41.20,Feather,N,2021-10-19,,Arrived,,,NO BGM  no black
XWOZ5,229823,HK,G,round,0.50,G,VVS2,VG,VG,VG,N,4.94-4.99x3.19,GIA,2404736907,4100,-40.40%,$1221.80,WH,M0,,,BT0,BC0,EC0,,Y,56.00,64.30,38.50,40.00,Cloud  Needle  Pinpoint  Indented Natural,N,2021-10-08,,Arrived,,,NO BGM  no black
WWOZ5,229822,HK,G,round,0.50,G,VVS2,EX,EX,EX,M,5.07-5.10x3.17,GIA,1407416276,4100,-41.10%,$1207.45,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.40,34.00,41.60,Pinpoint  Indented Natural  Surface Graining,N,2021-10-18,,Arrived,,,NO BGM  no black
VWOZ5,229821,HK,G,round,0.50,D,VVS2,VG,EX,VG,N,4.98-5.02x3.14,GIA,5221068774,5000,-48.90%,$1277.50,WH,M0,,,BT0,BC0,EC0,,Y,62.00,62.70,34.50,41.40,Needle  Pinpoint,N,2021-10-11,,Arrived,,,NO BGM  no black
UWOZ5,229820,HK,G,round,0.50,G,VVS1,EX,EX,EX,F,5.06-5.08x3.13,GIA,5221080867,4200,-37.60%,$1310.40,WH,M0,,,BT0,BC0,EC0,,Y,60.00,61.70,35.50,41.20,Cloud  Feather,N,2021-10-14,,Arrived,,,NO BGM  no black
TWOZ5,229819,HK,G,round,0.50,E,VVS2,EX,EX,EX,N,5.03-5.06x3.18,GIA,1405564146,4600,-31.60%,$1573.20,WH,M0,,,BT0,BC0,EC0,,Y,57.00,63.00,36.50,41.00,Pinpoint  Cloud  Indented Natural,N,2021-09-25,,Arrived,,,NO BGM  no black
SWOZ5,229818,HK,G,round,0.50,F,VVS1,EX,EX,EX,N,5.04-5.08x3.21,GIA,6405207963,4600,-29.40%,$1623.80,WH,M0,,,BT0,BC0,EC0,,Y,56.00,63.40,36.00,41.20,Cloud  Pinpoint  Feather,N,2021-09-02,,Arrived,,,NO BGM  no black
RWOZ5,229817,HK,G,round,0.50,F,VVS1,VG,EX,VG,N,4.91-4.96x3.17,GIA,5396906925,4600,-43.20%,$1306.40,WH,M0,,,BT0,BC0,EC0,,Y,56.00,64.30,38.50,39.80,Pinpoint  Internal Graining  Feather  Indented Natural,N,2021-09-25,,Arrived,,,NO BGM  no black
QWOZ5,229816,HK,G,round,0.50,F,VVS1,VG,VG,VG,N,4.92-4.97x3.19,GIA,1387038181,4600,-42.40%,$1324.80,WH,M0,,,BT0,BC0,EC0,VG,Y,56.00,64.60,38.50,40.20,Feather,N,2021-03-19,,Arrived,,,NO BGM  no black
PWOZ5,229815,HK,G,round,0.50,G,VVS1,VG,EX,VG,N,4.89-4.95x3.19,GIA,6402007685,4200,-41.30%,$1232.70,WH,M0,,,BT0,BC0,EC0,,Y,56.00,64.80,38.00,40.00,Pinpoint  Feather,N,2021-08-20,,Arrived,,,NO BGM  no black
OWOZ5,229814,HK,G,round,0.50,F,VVS1,VG,EX,VG,N,4.89-4.94x3.20,GIA,7402448760,4600,-42.60%,$1320.20,WH,M0,,,BT0,BC0,EC0,VG,Y,56.00,65.00,38.50,40.20,Pinpoint  Feather,N,2021-09-18,,Arrived,,,NO BGM  no black
NWOZ5,229813,HK,G,round,0.50,F,VVS1,EX,EX,EX,N,5.11-5.14x3.12,GIA,5396932315,4600,-28.90%,$1635.30,WH,M0,,,BT0,BC0,EC0,,Y,61.00,60.80,33.00,41.80,Feather,N,2021-08-14,,Arrived,,,NO BGM  no black
