stock_no,item_no,place,status,shape,carat,color,clarity,cut,polish,symmetry,fluorescence,measurements,report,report_no,rap,back,price,colsh,milky,WC,WT,BT,BC,eye_clean,HnA,ins,table,depth,CA,PA,keyToSymbols,culet,report_date,special,arrive,image,movie,comments
PKMZ5,226793,HK,G,round,0.50,E,VS2,EX,EX,EX,N,5.06-5.08x3.17,GIA,7408634723,4000,-31.00%,$1380.00,WH,M0,,,BT1,BC0,EC0,,Y,58.00,62.40,36.50,40.80,Feather  Crystal  Needle,N,2021-10-06,,Arrived,,,NO BGM
OKMZ5,226792,HK,G,round,0.50,H,VS1,EX,EX,EX,N,5.04-5.07x3.18,GIA,2225028968,3800,-27.10%,$1385.10,WH,M0,,,BT0,BC0,EC0,,Y,56.00,62.90,36.00,41.00,Indented Natural,N,2021-09-27,,Arrived,,,NO BGM  no black
MKMZ5,226790,HK,G,round,0.50,F,VS2,EX,EX,EX,M,5.04-5.08x3.16,GIA,6405634714,3900,-42.00%,$1131.00,WH,M0,,,BT0,BC1,EC0,EX,Y,56.00,62.50,36.50,40.60,Crystal  Indented Natural,N,2021-10-02,,Arrived,,,NO BGM  table no black
LKMZ5,226789,HK,G,round,0.50,H,VS1,EX,EX,EX,N,5.05-5.08x3.17,GIA,6405626908,3800,-27.10%,$1385.10,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.60,36.50,40.80,Cloud  Feather  Pinpoint,N,2021-10-04,,Arrived,,,NO BGM  no black
EKMZ5,226782,HK,G,round,0.50,D,VS1,VG,EX,VG,F,4.88-4.95x3.21,GIA,7406415800,4600,-50.40%,$1140.80,WH,M0,,,BT0,BC0,EC0,,Y,55.00,65.20,38.50,39.80,Crystal  Needle  Pinpoint,N,2021-09-15,,Arrived,,,NO BGM  no black
3JMZ5,226735,HK,G,round,0.50,F,VS2,VG,VG,VG,N,4.94-4.98x3.19,GIA,5212994632,3900,-41.70%,$1136.85,WH,M0,,,BT0,BC0,EC0,,Y,54.00,64.40,38.00,40.00,Cloud  Indented Natural,N,2021-09-02,,Arrived,,,NO BGM  no black
ZIMZ5,226731,HK,G,round,0.50,G,VS2,EX,EX,EX,N,5.06-5.08x3.16,GIA,5211993663,3800,-28.80%,$1352.80,WH,M0,,,BT1,BC0,EC0,,Y,57.00,62.40,35.50,41.00,Cloud  Crystal  Indented Natural,N,2021-09-02,,Arrived,,,NO BGM
YIMZ5,226730,HK,G,round,0.50,G,VS2,EX,EX,EX,N,5.07-5.09x3.16,GIA,5212995281,3800,-28.50%,$1358.50,WH,M0,,,BT1,BC0,EC0,,Y,59.00,62.30,34.00,41.80,Crystal,N,2021-09-02,,Arrived,,,NO BGM
XIMZ5,226729,HK,G,round,0.50,F,VS2,VG,VG,VG,N,4.94-5.01x3.23,GIA,5211993470,3900,-41.60%,$1138.80,WH,M0,,,BT0,BC1,EC0,,Y,59.00,64.90,35.50,42.00,Feather  Cavity  Indented Natural  Crystal,N,2021-09-02,,Arrived,,,NO BGM  table no black
TIMZ5,226725,HK,G,round,0.50,F,VS2,EX,EX,EX,N,5.15-5.18x3.09,GIA,6391600409,3900,-29.50%,$1374.75,WH,M0,,,BT1,BC1,EC0,,Y,57.00,59.90,32.00,41.00,Twinning Wisp  Feather,N,2021-08-30,,Arrived,,,NO BGM
PIMZ5,226721,HK,G,round,0.50,F,VS2,VG,EX,EX,N,4.96-4.97x3.18,GIA,1393891203,3900,-41.40%,$1142.70,WH,M0,,,BT0,BC0,EC0,VG,Y,57.00,64.10,38.50,40.20,Cloud  Crystal  Feather,N,2021-08-11,,Arrived,,,NO BGM  no black
LIMZ5,226717,HK,G,round,0.50,G,VS2,EX,EX,EX,F,5.04-5.07x3.16,GIA,7391405488,3800,-36.10%,$1214.10,WH,M0,,,BT1,BC0,EC0,,Y,57.00,62.60,36.50,41.00,Feather  Crystal  Cloud  Cavity,N,2021-08-25,,Arrived,,,NO BGM
IIMZ5,226714,HK,G,round,0.50,J,VS2,EX,EX,EX,M,5.10-5.13x3.13,GIA,5211979771,2400,-37.50%,$750.00,WH,M0,,,BT1,BC1,EC0,,Y,60.00,61.20,32.50,41.80,Cloud  Crystal  Feather,N,2021-08-24,,Arrived,,,NO BGM
HIMZ5,226713,HK,G,round,0.50,D,VS2,GD,EX,VG,N,4.83-4.90x3.19,GIA,3405213130,4200,-52.60%,$995.40,WH,M0,,,BT1,BC1,EC0,GD,Y,58.00,65.50,40.00,39.80,Crystal  Feather  Indented Natural,N,2021-09-03,,Arrived,,,NO BGM
9IMZ5,226705,HK,G,round,0.50,K,VVS1,GD,EX,GD,N,4.83-4.92x3.23,GIA,2406450706,2400,-45.60%,$652.80,WH,M0,,,BT0,BC0,EC0,VG,Y,57.00,66.20,39.00,40.20,Feather  Natural,N,2021-10-18,,Arrived,,,NO BGM  no black
8IMZ5,226704,HK,G,round,0.50,G,VVS1,EX,EX,EX,M,5.12-5.14x3.06,GIA,5222068743,4200,-43.00%,$1197.00,WH,M0,,,BT0,BC0,EC0,,Y,61.00,59.60,34.00,40.80,Pinpoint  Feather,VS,2021-10-11,,Arrived,,,NO BGM  no black
7IMZ5,226703,HK,G,round,0.50,H,VVS2,EX,EX,EX,M,5.04-5.07x3.17,GIA,2225072492,3900,-40.30%,$1164.15,WH,M0,,,BT0,BC0,EC0,EX,Y,56.00,62.60,36.50,40.60,Indented Natural  Feather,N,2021-10-13,,Arrived,,,NO BGM  no black
QGMZ5,226650,HK,G,round,0.50,E,VVS1,VG,EX,VG,N,4.95-5.01x3.20,GIA,6217897636,5000,-48.50%,$1287.50,WH,M0,,,BT0,BC0,EC0,,Y,57.00,64.30,36.50,41.40,Pinpoint  Feather,N,2021-07-22,,Arrived,,,NO BGM  no black
HGMZ5,226641,HK,G,round,0.31,H,VS2,EX,EX,EX,N,4.34-4.35x2.69,GIA,2394902923,2000,-30.30%,$432.14,WH,M0,,,BT1,BC1,EC0,,Y,58.00,61.90,36.00,41.00,Crystal  Cloud,N,2021-09-13,,Arrived,,,NO BGM
GGMZ5,226640,HK,G,round,0.30,H,VS1,EX,EX,EX,N,4.30-4.33x2.63,GIA,6401038130,2100,-28.90%,$447.93,WH,M0,,,BT1,BC0,EC0,,Y,57.00,61.00,33.50,40.80,Cloud  Crystal  Pinpoint,N,2021-08-23,,Arrived,,,NO BGM
FGMZ5,226639,HK,G,round,0.30,H,VS1,EX,EX,EX,N,4.25-4.30x2.65,GIA,7393816853,2100,-28.00%,$453.60,WH,M0,,,BT0,BC0,EC0,,Y,60.00,62.00,35.50,41.20,Crystal  Needle  Pinpoint,N,2021-09-07,,Arrived,,,NO BGM  no black
CGMZ5,226636,HK,G,round,0.30,F,VS1,EX,EX,EX,N,4.27-4.30x2.68,GIA,2408454170,2300,-32.80%,$463.68,WH,M0,,,BT0,BC0,EC0,,Y,56.00,62.50,34.00,41.80,Cavity  Cloud,N,2021-09-21,,Arrived,,,NO BGM  no black
AGMZ5,226634,HK,G,round,0.30,F,VS1,EX,EX,EX,N,4.25-4.28x2.70,GIA,6395236241,2300,-33.30%,$460.23,WH,M0,,,BT1,BC0,EC0,,Y,57.00,63.40,36.50,41.00,Crystal  Pinpoint,N,2021-06-29,,Arrived,,,NO BGM
8GMZ5,226632,HK,G,round,0.30,D,VS2,EX,EX,EX,N,4.27-4.29x2.67,GIA,2406501829,2400,-35.80%,$462.24,WH,M0,,,BT1,BC0,EC0,,Y,59.00,62.30,34.00,41.80,Crystal  Cloud,N,2021-09-22,,Arrived,,,NO BGM
7GMZ5,226631,HK,G,round,0.30,H,VS1,EX,EX,EX,N,4.32-4.34x2.63,GIA,5406485239,2100,-28.30%,$451.71,WH,M0,,,BT0,BC0,EC0,,Y,61.00,60.80,34.00,41.40,Feather,N,2021-09-21,,Arrived,,,NO BGM  no black
3GMZ5,226627,HK,G,round,0.30,H,VS1,EX,EX,EX,N,4.27-4.29x2.68,GIA,7401458192,2100,-28.90%,$447.93,WH,M0,,,BT1,BC0,EC0,,Y,57.00,62.60,34.50,41.40,Crystal  Feather  Pinpoint,N,2021-09-21,,Arrived,,,NO BGM
1GMZ5,226625,HK,G,round,0.30,D,VS2,EX,EX,EX,N,4.27-4.28x2.66,GIA,2404273824,2400,-35.50%,$464.40,WH,M0,,,BT1,BC0,EC0,,Y,58.00,62.20,35.50,41.00,Crystal,N,2021-09-06,,Arrived,,,NO BGM
0GMZ5,226624,HK,G,round,0.30,D,VS2,EX,EX,EX,N,4.36-4.39x2.60,GIA,7398530412,2400,-35.20%,$466.56,WH,M0,,,BT0,BC1,EC0,,Y,60.00,59.40,32.00,41.00,Crystal,N,2021-07-19,,Arrived,,,NO BGM  table no black
YFMZ5,226622,HK,G,round,0.30,F,VS1,EX,EX,EX,N,4.35-4.37x2.60,GIA,6395885384,2300,-32.90%,$462.99,WH,M0,,,BT0,BC0,EC0,,Y,61.00,59.70,33.50,40.80,Feather  Pinpoint,N,2021-08-12,,Arrived,,,NO BGM  no black
WFMZ5,226620,HK,G,round,0.30,F,VS1,EX,EX,EX,N,4.33-4.36x2.59,GIA,2398386639,2300,-33.10%,$461.61,WH,M0,,,BT0,BC0,EC0,,Y,60.00,59.60,33.00,40.80,Feather,N,2021-08-20,,Arrived,,,NO BGM  no black
TFMZ5,226617,HK,G,round,0.30,E,VS1,EX,EX,EX,N,4.35-4.38x2.61,GIA,1393548789,2400,-34.90%,$468.72,WH,M0,,,BT0,BC1,EC0,,Y,60.00,59.80,33.00,41.00,Feather  Pinpoint,N,2021-08-31,,Arrived,,,NO BGM  table no black
NFMZ5,226611,HK,G,round,0.30,E,VS1,EX,EX,EX,N,4.28-4.30x2.69,GIA,6402302251,2400,-34.70%,$470.16,WH,M0,,,BT0,BC0,EC0,,Y,56.00,62.70,34.50,41.40,Cloud  Crystal  Pinpoint  Needle,N,2021-09-10,,Arrived,,,NO BGM  no black
MFMZ5,226610,HK,G,round,0.30,E,VS2,EX,EX,EX,N,4.37-4.39x2.63,GIA,5393510414,2300,-35.50%,$445.05,WH,M0,,,BT1,BC0,EC0,VG,Y,59.00,60.00,32.00,41.60,Feather,N,2021-08-31,,Arrived,,,NO BGM
IFMZ5,226606,HK,G,round,0.30,F,VS2,EX,EX,EX,N,4.24-4.28x2.67,GIA,6395723890,2200,-33.70%,$437.58,WH,M0,,,BT1,BC1,EC0,,Y,59.00,62.60,34.50,41.80,Crystal,N,2021-07-30,,Arrived,,,NO BGM
GFMZ5,226604,HK,G,round,0.30,D,VS2,EX,EX,EX,N,4.29-4.31x2.65,GIA,6405021575,2400,-35.50%,$464.40,WH,M0,,,BT1,BC1,EC0,,Y,58.00,61.50,33.50,41.40,Crystal  Feather,N,2021-08-26,,Arrived,,,NO BGM
8FMZ5,226596,HK,G,round,0.30,E,VS1,EX,EX,EX,N,4.35-4.36x2.58,GIA,2404184439,2400,-34.70%,$470.16,WH,M0,,,BT0,BC0,EC0,,Y,60.00,59.20,32.50,40.80,Indented Natural  Cloud,N,2021-08-31,,Arrived,,,NO BGM  no black
2FMZ5,226590,HK,G,round,0.30,F,VS1,EX,EX,EX,N,4.31-4.33x2.67,GIA,5393403249,2300,-33.00%,$462.30,WH,M0,,,BT0,BC1,EC0,,Y,58.00,61.80,35.00,41.20,Cloud  Cavity  Feather  Needle,N,2021-08-21,,Arrived,,,NO BGM  table no black
LEMZ5,226573,HK,G,round,0.30,F,VVS2,EX,EX,EX,N,4.28-4.31x2.69,GIA,7396836295,2500,-34.30%,$492.75,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.80,34.50,41.20,Needle  Pinpoint,N,2021-09-14,,Arrived,,,NO BGM  no black
KEMZ5,226572,HK,G,round,0.30,F,VVS2,EX,EX,EX,N,4.31-4.33x2.63,GIA,5393716455,2500,-34.80%,$489.00,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,61.00,34.00,40.80,Cloud  Pinpoint  Feather  Indented Natural,N,2021-09-03,,Arrived,,,NO BGM  no black
JEMZ5,226571,HK,G,round,0.30,F,VVS2,EX,EX,EX,N,4.25-4.28x2.69,GIA,6395874557,2500,-34.80%,$489.00,WH,M0,,,BT0,BC0,EC0,,Y,56.00,63.00,36.50,41.00,Cloud  Pinpoint  Indented Natural,N,2021-09-10,,Arrived,,,NO BGM  no black
EEMZ5,226566,HK,G,round,0.30,H,VVS2,EX,EX,EX,N,4.25-4.29x2.69,GIA,1399690351,2200,-32.50%,$445.50,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.90,36.50,40.80,Pinpoint,N,2021-09-03,,Arrived,,,NO BGM  no black
DEMZ5,226565,HK,G,round,0.30,H,VVS2,EX,EX,EX,N,4.36-4.37x2.63,GIA,2398747906,2200,-32.30%,$446.82,WH,M0,,,BT0,BC0,EC0,,Y,59.00,60.20,32.50,41.00,Feather  Pinpoint,N,2021-09-13,,Arrived,,,NO BGM  no black
CEMZ5,226564,HK,G,round,0.30,F,VVS2,EX,EX,EX,N,4.36-4.37x2.58,GIA,2396625929,2500,-34.50%,$491.25,WH,M0,,,BT0,BC0,EC0,,Y,60.00,59.10,32.00,40.80,Cloud  Feather,N,2021-08-31,,Arrived,,,NO BGM  no black
7EMZ5,226559,HK,G,round,0.30,F,VVS2,EX,EX,EX,N,4.35-4.38x2.58,GIA,6401666249,2500,-34.80%,$489.00,WH,M0,,,BT0,BC0,EC0,,Y,60.00,59.10,33.00,41.00,Cloud  Pinpoint  Surface Graining,VS,2021-10-04,,Arrived,,,NO BGM  no black
VDMZ5,226547,HK,G,round,0.30,D,VVS2,EX,EX,EX,N,4.25-4.27x2.68,GIA,3395480509,2800,-36.60%,$532.56,WH,M0,,,BT0,BC0,EC0,,Y,57.00,63.00,35.00,41.40,Cloud  Pinpoint  Indented Natural  Surface Graining,N,2021-07-14,,Arrived,,,NO BGM  no black
JDMZ5,226535,HK,G,round,0.30,H,VVS2,EX,EX,EX,N,4.30-4.33x2.64,GIA,6401038070,2200,-32.30%,$446.82,WH,M0,,,BT0,BC0,EC0,VG,Y,59.00,61.10,35.00,40.80,Feather  Cloud,N,2021-08-25,,Arrived,,,NO BGM  no black
EDMZ5,226530,HK,G,round,0.30,H,VVS2,EX,EX,EX,N,4.32-4.35x2.63,GIA,7406216301,2200,-32.50%,$445.50,WH,M0,,,BT0,BC0,EC0,VG,Y,59.00,60.60,32.00,41.40,Cloud  Needle  Pinpoint,N,2021-09-03,,Arrived,,,NO BGM  no black
BDMZ5,226527,HK,G,round,0.31,H,VVS2,EX,EX,EX,N,4.45-4.48x2.65,GIA,7402183632,2200,-34.30%,$448.07,WH,M0,,,BT0,BC0,EC0,,Y,59.00,59.40,32.00,41.00,Needle  Pinpoint,N,2021-08-31,,Arrived,,,NO BGM  no black
8CMZ5,226311,HK,G,round,1.01,D,SI2,EX,EX,EX,N,6.37-6.42x3.91,GIA,7381950558,7100,-30.20%,$5005.36,WH,M0,,,,,EC0,,Y,61.00,61.20,35.50,40.80,Crystal  Feather  Cloud  Needle,N,2021-06-07,,Arrived,,,NO BGM
4CMZ5,226325,HK,G,round,1.00,L,SI1,GD,EX,GD,N,6.24-6.32x3.76,GIA,7393730738,3600,-43.50%,$2034.00,WH,M0,,,,,EC0,,Y,66.00,59.90,36.50,39.60,Cloud  Crystal  Needle,VS,2021-08-03,,Arrived,,,NO BGM
3CMZ5,226328,HK,G,round,1.00,J,SI1,GD,EX,VG,N,6.22-6.29x3.82,GIA,7396302402,5000,-42.30%,$2885.00,WH,M0,,,,,EC0,,Y,66.00,61.10,37.50,39.80,Feather  Cloud  Crystal  Needle,N,2021-08-04,,Arrived,,,NO BGM
0CMZ5,226320,HK,G,round,1.00,F,SI1,GD,EX,GD,N,6.03-6.11x4.03,GIA,2377902907,7800,-50.70%,$3845.40,WH,M0,,,,,EC0,,Y,59.00,66.30,40.00,40.40,Crystal  Indented Natural,N,2021-03-18,,Arrived,,,NO BGM
XBMZ5,226258,HK,G,round,0.50,G,SI2,EX,EX,EX,N,5.02-5.06x3.21,GIA,6392994451,2600,-28.60%,$928.20,WH,M0,,,,,EC0,,Y,56.00,63.70,36.50,41.00,Cloud  Feather,N,2021-08-18,,Arrived,,,NO BGM
UBMZ5,226159,HK,G,round,0.50,G,SI1,EX,EX,EX,M,5.09-5.13x3.11,GIA,7386532215,3200,-36.80%,$1011.20,WH,M0,,,,,EC0,,Y,60.00,60.90,33.50,41.40,Crystal  Feather,N,2021-05-03,,Arrived,,,NO BGM
TBMZ5,226228,HK,G,round,0.50,G,SI1,EX,EX,EX,M,5.09-5.10x3.14,GIA,1385157410,3200,-36.80%,$1011.20,WH,M0,,,,,EC0,,Y,59.00,61.50,33.50,41.40,Crystal  Feather,N,2021-03-27,,Arrived,,,NO BGM
JBMZ5,226338,HK,G,round,1.00,H,SI1,VG,EX,VG,N,6.16-6.23x4.01,GIA,5406402289,6900,-37.10%,$4340.10,WH,M0,,,,,EC0,,Y,54.00,64.70,37.00,39.80,Crystal  Feather  Cloud  Needle,N,2021-09-23,,Arrived,,,NO BGM
6BMZ5,226314,HK,G,round,1.01,E,SI1,VG,EX,EX,N,6.20-6.24x4.00,GIA,2407265166,8300,-44.70%,$4635.80,WH,M0,,,,,EC0,EX,Y,58.00,64.30,38.00,40.20,Crystal  Cloud  Feather  Needle,N,2021-09-28,,Arrived,,,NO BGM
DAMZ5,226230,HK,G,round,0.50,F,SI2,VG,VG,VG,N,4.90-4.95x3.20,GIA,6401600662,2700,-36.70%,$854.55,WH,M0,,,,,EC0,,Y,57.00,65.00,38.50,40.40,Crystal  Feather,N,2021-09-29,,Arrived,,,NO BGM
CAMZ5,226224,HK,G,round,0.52,E,SI2,EX,EX,EX,N,5.23-5.26x3.10,GIA,7398931426,2800,-33.70%,$965.33,WH,M0,,,,,EC0,,Y,62.00,59.20,33.00,41.40,Crystal  Twinning Wisp,N,2021-08-13,,Arrived,,,NO BGM
4AMZ5,226130,HK,G,round,0.50,G,SI1,EX,EX,EX,M,5.06-5.09x3.16,GIA,6391489176,3200,-35.90%,$1025.60,WH,M0,,,,,EC0,EX,Y,56.00,62.30,36.50,40.60,Feather,N,2021-08-25,,Arrived,,,NO BGM
Q9MZ5,226303,HK,G,round,0.50,E,SI1,EX,EX,EX,M,5.10-5.13x3.14,GIA,7396456862,3400,-38.50%,$1045.50,WH,M0,,,,,EC0,,Y,56.00,61.30,33.50,40.80,Feather,N,2021-07-12,,Arrived,,,NO BGM
K9MZ5,226144,HK,G,round,0.50,I,VS2,VG,EX,VG,F,5.14-5.19x3.00,GIA,5396944260,3000,-39.20%,$912.00,WH,M0,,,,,EC0,,Y,64.00,58.10,31.50,40.80,Crystal  Feather,N,2021-08-14,,Arrived,,,NO BGM
Y8MZ5,226141,HK,G,round,0.50,J,VVS2,GD,EX,GD,N,4.81-4.87x3.25,GIA,2406558797,2700,-42.40%,$777.60,WH,M0,,,BT0,BC0,EC0,,Y,58.00,67.10,40.00,40.40,Cloud  Pinpoint,N,2021-09-29,,Arrived,,,NO BGM  no black
M8MZ5,226113,HK,G,round,0.50,H,VVS1,EX,EX,EX,F,5.13-5.16x3.12,GIA,2215873405,4000,-38.00%,$1240.00,WH,M0,,,BT0,BC0,EC0,,Y,60.00,60.60,32.00,41.80,Pinpoint  Feather,N,2021-07-14,,Arrived,,,NO BGM  no black
H8MZ5,226126,HK,G,round,0.40,G,SI1,EX,EX,EX,N,4.74-4.77x2.85,GIA,2407404547,2200,-30.30%,$613.36,WH,M0,,,,,EC0,,Y,61.00,59.90,33.50,40.80,Crystal  Cloud,N,2021-09-17,,Arrived,,,NO BGM
A5MZ5,226244,HK,G,round,0.60,E,IF,EX,EX,EX,N,5.36-5.40x3.29,GIA,1385948416,5400,-27.80%,$2339.28,WH,M0,,,BT0,BC0,EC0,,Y,62.00,61.20,34.50,41.20,Minor Details of Polish,N,2021-06-05,,Arrived,,,NO BGM  no black
44MZ5,226205,HK,G,round,0.80,F,IF,EX,EX,EX,N,5.86-5.89x3.72,GIA,2397463948,6300,-15.10%,$4278.96,WH,M0,,,BT0,BC0,EC0,,Y,56.00,63.40,36.50,41.00,Surface Graining  Minor Details of Polish,N,2021-08-24,,Arrived,,,NO BGM  no black
N3MZ5,226487,HK,G,round,1.01,K,VVS2,GD,VG,VG,N,6.02-6.12x4.08,GIA,2221038347,4900,-46.80%,$2632.87,WH,M0,,,,,EC0,VG,Y,58.00,67.20,40.00,40.00,Feather  Pinpoint  Natural  Extra Facet,N,2021-09-28,,Arrived,,,NO BGM  no black
53MZ5,226481,HK,G,round,1.01,H,VVS2,VG,EX,VG,N,6.20-6.27x4.04,GIA,7392138285,9200,-41.40%,$5445.11,WH,M0,,,,,EC0,,Y,57.00,64.80,38.50,40.40,Cloud  Pinpoint  Feather  Natural,N,2021-07-02,,Arrived,,,NO BGM  no black
S2MZ5,226394,HK,G,round,0.80,J,VVS2,EX,EX,EX,N,5.86-5.90x3.72,GIA,7386976224,3300,-21.30%,$2077.68,WH,M0,,,,,EC0,,Y,56.00,63.30,36.50,40.80,Cloud  Needle  Pinpoint,N,2021-06-07,,Arrived,,,NO BGM  no black
J2MZ5,226368,HK,G,round,0.80,I,VVS1,EX,EX,EX,N,5.87-5.92x3.73,GIA,1407523368,4200,-23.50%,$2570.40,WH,M0,,,,,EC0,,Y,57.00,63.20,36.00,41.20,Cloud  Feather  Indented Natural,N,2021-09-22,,Arrived,,,NO BGM  no black
C2MZ5,226409,HK,G,round,0.30,I,VVS1,VG,VG,VG,N,4.18-4.22x2.66,GIA,6392098254,2200,-44.10%,$368.94,WH,M0,,,,,EC0,,Y,58.00,63.30,37.00,40.00,Pinpoint  Feather,N,2021-06-17,,Arrived,,,NO BGM  no black
T1MZ5,226400,HK,G,round,0.80,J,VVS1,EX,EX,EX,N,5.91-5.92x3.71,GIA,5386523568,3500,-21.30%,$2203.60,WH,M0,,,,,EC0,,Y,57.00,62.70,35.50,41.00,Cavity,N,2021-05-03,,Arrived,,,NO BGM  no black
D1MZ5,226398,HK,G,round,0.80,J,VVS1,EX,EX,EX,N,5.87-5.91x3.71,GIA,1388538904,3500,-21.60%,$2195.20,WH,M0,,,,,EC0,,Y,58.00,63.00,35.50,41.20,Pinpoint  Cloud  Indented Natural  Manufacturing Remnant,N,2021-05-04,,Arrived,,,NO BGM  no black
C1MZ5,226417,HK,G,round,0.80,J,VVS2,EX,EX,EX,N,5.89-5.93x3.67,GIA,7386321833,3300,-21.00%,$2085.60,WH,M0,,,,,EC0,EX,Y,58.00,62.00,36.00,40.60,Feather  Indented Natural,N,2021-04-12,,Arrived,,,NO BGM  no black
A1MZ5,226469,HK,G,round,0.80,J,VVS2,EX,EX,EX,N,5.91-5.96x3.66,GIA,5373757871,3300,-21.30%,$2077.68,WH,M0,,,,,EC0,VG,Y,59.00,61.70,36.00,40.60,Pinpoint  Cloud  Feather  Indented Natural,N,2021-03-03,,Arrived,,,NO BGM  no black
51MZ5,226440,HK,G,round,0.60,H,VVS1,VG,EX,VG,N,5.48-5.50x3.30,GIA,5406395601,4000,-34.00%,$1584.00,WH,M0,,,,,EC0,,Y,56.00,60.20,32.50,40.80,Pinpoint  Feather  Surface Graining,N,2021-09-15,,Arrived,,,NO BGM  no black
U0MZ5,226414,HK,G,round,0.80,J,VVS1,EX,EX,EX,N,5.94-5.98x3.63,GIA,2387666062,3500,-21.90%,$2186.80,WH,M0,,,,,EC0,,Y,61.00,60.90,35.00,41.00,Cloud  Pinpoint  Internal Graining  Indented Natural,N,2021-05-14,,Arrived,,,NO BGM  no black
S0MZ5,226468,HK,G,round,0.80,J,VVS2,EX,EX,EX,N,5.89-5.92x3.69,GIA,6375290466,3300,-21.60%,$2069.76,WH,M0,,,,,EC0,,Y,60.00,62.40,34.50,41.60,Cloud  Feather  Pinpoint  Indented Natural,N,2021-01-26,,Arrived,,,NO BGM  no black
60MZ5,226360,HK,G,round,0.60,G,IF,EX,EX,EX,N,5.41-5.45x3.29,GIA,6381956573,4400,-30.80%,$1826.88,WH,M0,,,,,EC0,,Y,61.00,60.60,33.50,41.40,Minor Details of Polish,N,2021-06-11,,Arrived,,,NO BGM  no black
50MZ5,226428,HK,G,round,0.60,G,IF,EX,EX,EX,N,5.38-5.42x3.34,GIA,7388909588,4400,-30.80%,$1826.88,WH,M0,,,,,EC0,,Y,61.00,61.80,34.00,41.80,Minor Details of Polish,N,2021-06-04,,Arrived,,,NO BGM  no black
PZLZ5,226452,HK,G,round,0.30,J,VVS2,VG,VG,VG,N,4.32-4.33x2.56,GIA,2397320394,1800,-39.10%,$328.86,WH,M0,,,,,EC0,,Y,61.00,59.10,32.50,40.40,Feather,VS,2021-07-09,,Arrived,,,NO BGM  no black
NZLZ5,226361,HK,G,round,0.60,G,IF,EX,EX,EX,N,5.48-5.51x3.24,GIA,6392766241,4400,-31.30%,$1813.68,WH,M0,,,,,EC0,,Y,62.00,59.00,33.00,41.00,Minor Details of Polish,N,2021-08-02,,Arrived,,,NO BGM  no black
MZLZ5,226451,HK,G,round,0.30,I,VVS2,VG,EX,EX,N,4.38-4.41x2.59,GIA,6381919967,2100,-43.60%,$355.32,WH,M0,,,,,EC0,,Y,60.00,58.80,32.50,40.80,Feather  Indented Natural,N,2021-06-03,,Arrived,,,NO BGM  no black
KZLZ5,226473,HK,G,round,1.00,K,VS2,EX,EX,VG,N,6.38-6.41x3.94,GIA,7388895267,4300,-38.80%,$2631.60,WH,M0,,,,,EC0,,Y,61.00,61.50,33.00,41.80,Crystal  Cloud  Needle  Indented Natural  Natural,N,2021-06-01,,Arrived,,,NO BGM
8ZLZ5,226434,HK,G,round,0.30,I,VVS1,VG,VG,EX,N,4.32-4.35x2.57,GIA,7388241432,2200,-44.10%,$368.94,WH,M0,,,,,EC0,,Y,61.00,59.30,32.00,40.60,Feather,N,2021-04-03,,Arrived,,,NO BGM  no black
6ZLZ5,226378,HK,G,round,0.30,J,VVS1,VG,EX,VG,N,4.25-4.30x2.62,GIA,1407171846,1900,-41.50%,$333.45,WH,M0,,,,,EC0,,Y,64.00,61.30,33.00,41.60,Pinpoint  Internal Graining  Feather  Surface Graining,VS,2021-08-31,,Arrived,,,NO BGM  no black
NYLZ5,225674,HK,G,round,1.00,K,VVS2,EX,EX,EX,N,6.37-6.41x3.92,GIA,5212847983,4900,-33.50%,$3258.50,WH,M0,,,BT0,BC0,EC0,,Y,61.00,61.40,34.00,41.40,Cloud  Needle  Feather  Natural,N,2021-08-03,,Arrived,,,NO BGM  no black
4WLZ5,225964,HK,G,round,0.30,J,VS2,EX,EX,EX,N,4.33-4.35x2.62,GIA,3375835574,1600,-31.30%,$329.76,WH,M0,,,,,EC0,,Y,61.00,60.50,33.00,41.60,Feather  Indented Natural,N,2021-03-03,,Arrived,,,NO BGM
4VLZ5,225646,HK,G,round,1.00,G,VS2,EX,EX,EX,F,6.36-6.40x3.93,GIA,2407246870,9300,-36.00%,$5952.00,WH,M0,,,BT1,BC0,EC0,VG,Y,59.00,61.70,36.00,40.80,Cloud  Crystal  Indented Natural  Needle  Natural,N,2021-09-04,,Arrived,,,NO BGM
1ULZ5,225641,HK,G,round,1.00,F,VS1,VG,EX,VG,N,6.14-6.22x4.02,GIA,7391523423,11000,-48.10%,$5709.00,WH,M0,,,BT0,BC0,EC0,VG,Y,57.00,65.10,38.00,40.20,Crystal  Needle  Feather  Cloud  Indented Natural  Natural,N,2021-08-31,,Arrived,,,NO BGM  no black
UTLZ5,225622,HK,G,round,0.70,I,VS2,VG,EX,VG,N,5.47-5.55x3.59,GIA,2211951921,3700,-35.20%,$1678.32,WH,M0,,,BT0,BC0,EC0,VG,Y,56.00,65.10,38.50,40.20,Indented Natural  Crystal  Knot  Feather,N,2021-08-23,,Arrived,,,NO BGM  no black
