Stock No,Shape,Carat,Color,Clarity,Cut,Polish,Symm,Fluor,Cert,Cert No,Measurements,Rap,back,Amount,Depth,Table,Shade,Milky,Eye Clean,Black Tab,Black Crn,Location,Comments,Arrive,Img
4BNZ5,round,0.30,E,VVS2,EX,EX,EX,N,GIA,7381932853,4.28-4.31x2.70,2600,-36.60%,$494.52,62.80%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
3BNZ5,round,0.30,G,VVS1,EX,EX,EX,N,GIA,7383771678,4.29-4.30x2.67,2500,-35.40%,$484.50,62.20%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
2BNZ5,round,0.30,E,VVS2,EX,EX,EX,N,GIA,7383930626,4.30-4.32x2.67,2600,-36.30%,$496.86,62.00%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
1BNZ5,round,0.30,E,VS2,EX,EX,EX,N,GIA,2388799904,4.26-4.29x2.67,2300,-34.30%,$453.33,62.30%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
0BNZ5,round,0.30,D,IF,EX,EX,EX,N,GIA,1395930557,4.28-4.32x2.69,3800,-37.30%,$714.78,62.60%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
ZANZ5,round,0.40,H,VS1,EX,EX,EX,N,GIA,2404112877,4.66-4.70x2.95,2500,-26.30%,$737.00,63.00%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
YANZ5,round,0.50,F,VVS2,EX,EX,EX,N,GIA,7398926651,5.02-5.06x3.20,4400,-32.70%,$1480.60,63.60%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
XANZ5,round,0.50,E,IF,EX,EX,EX,N,GIA,6392907701,5.01-5.06x3.19,5400,-31.10%,$1860.30,63.40%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
WANZ5,round,0.50,D,VS2,EX,EX,EX,N,GIA,3405173055,5.08-5.12x3.09,4200,-31.00%,$1449.00,60.60%,59.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
VANZ5,round,0.50,D,VS2,EX,EX,EX,N,GIA,6402023915,5.05-5.08x3.14,4200,-31.30%,$1442.70,62.00%,59.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
UANZ5,round,0.50,E,IF,EX,EX,EX,N,GIA,7406196632,5.05-5.09x3.17,5400,-31.60%,$1846.80,62.50%,54.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
TANZ5,round,0.50,D,VS2,EX,EX,EX,N,GIA,6402113260,5.01-5.05x3.15,4200,-31.00%,$1449.00,62.60%,57.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
SANZ5,round,0.40,H,VS1,EX,EX,EX,N,GIA,6402023809,4.67-4.71x2.95,2500,-25.70%,$743.00,62.80%,56.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
RANZ5,round,0.50,E,IF,EX,EX,EX,N,GIA,7391950845,5.01-5.05x3.18,5400,-30.60%,$1873.80,63.20%,55.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
QANZ5,round,0.50,D,VVS1,EX,EX,EX,N,GIA,6392703879,5.02-5.06x3.20,5600,-33.90%,$1850.80,63.50%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
PANZ5,round,0.50,D,VS2,EX,EX,EX,N,GIA,2398979047,5.10-5.13x3.15,4200,-31.30%,$1442.70,61.70%,57.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
OANZ5,round,0.50,D,VS2,EX,EX,EX,N,GIA,6402123837,5.05-5.08x3.16,4200,-31.30%,$1442.70,62.30%,58.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
NANZ5,round,0.70,H,VVS1,EX,EX,EX,N,GIA,3405081424,5.63-5.68x3.55,5000,-31.90%,$2383.50,62.70%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
MANZ5,round,0.30,D,IF,EX,EX,EX,N,GIA,1408241188,4.26-4.29x2.69,3800,-37.30%,$714.78,62.90%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
LANZ5,round,0.40,H,VS1,EX,EX,EX,N,GIA,2406337137,4.67-4.70x2.95,2500,-25.40%,$746.00,62.80%,55.00%,WH,M0,EC0,BT0,BC1,INDIA,NO BGM  table no black,,
KANZ5,round,0.30,D,VS1,EX,EX,EX,N,GIA,2404117958,4.27-4.30x2.65,2600,-35.20%,$505.44,61.80%,57.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
JANZ5,round,0.40,H,VS1,EX,EX,EX,N,GIA,6401121297,4.71-4.74x2.88,2500,-24.90%,$751.00,61.00%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
IANZ5,round,0.30,D,VVS2,EX,EX,EX,N,GIA,6401077354,4.29-4.32x2.63,2800,-36.20%,$535.92,61.10%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
HANZ5,round,0.30,D,IF,EX,EX,EX,N,GIA,2406317520,4.28-4.31x2.60,3800,-37.80%,$709.08,60.60%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
GANZ5,round,0.40,G,VVS2,EX,EX,EX,N,GIA,3405338493,4.67-4.71x2.91,2700,-27.40%,$784.08,62.10%,58.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
FANZ5,round,0.50,D,VS2,EX,EX,EX,N,GIA,6401072664,5.15-5.18x3.06,4200,-31.60%,$1436.40,59.30%,62.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
EANZ5,round,0.40,H,VS1,EX,EX,EX,N,GIA,6395937365,4.68-4.71x2.94,2500,-26.00%,$740.00,62.60%,55.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
DANZ5,round,0.50,D,VVS1,EX,EX,EX,N,GIA,7393539710,5.02-5.05x3.19,5600,-33.30%,$1867.60,63.40%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
CANZ5,round,0.30,F,VS1,EX,EX,EX,N,GIA,2397262433,4.27-4.29x2.66,2300,-32.40%,$466.44,62.10%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
BANZ5,round,0.30,E,VS1,EX,EX,EX,N,GIA,7396174397,4.36-4.38x2.63,2400,-34.20%,$473.76,60.30%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
AANZ5,round,0.50,D,VS1,EX,EX,EX,N,GIA,3395425816,5.05-5.09x3.11,4600,-32.80%,$1545.60,61.30%,62.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
9ANZ5,round,0.50,H,VVS1,EX,EX,EX,N,GIA,7393250281,5.10-5.13x3.13,4000,-30.10%,$1398.00,61.20%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
8ANZ5,round,0.30,E,VVS2,EX,EX,EX,N,GIA,5393514903,4.35-4.36x2.62,2600,-37.20%,$489.84,60.10%,58.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
7ANZ5,round,0.60,G,VVS2,EX,EX,EX,N,GIA,2397025637,5.35-5.39x3.36,4100,-29.40%,$1736.76,62.50%,58.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
6ANZ5,round,0.30,E,VS2,EX,EX,EX,N,GIA,6392371085,4.29-4.33x2.62,2300,-35.40%,$445.74,60.70%,60.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
5ANZ5,round,0.30,F,VS1,EX,EX,EX,N,GIA,6391204836,4.29-4.32x2.63,2300,-32.40%,$466.44,61.00%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
4ANZ5,round,0.30,H,VS2,EX,EX,EX,N,GIA,6391339782,4.31-4.34x2.61,2000,-27.90%,$432.60,60.40%,61.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
3ANZ5,round,0.30,H,VS2,EX,EX,EX,N,GIA,1398373864,4.28-4.31x2.65,2000,-27.60%,$434.40,61.60%,61.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
2ANZ5,round,0.60,G,VVS2,EX,EX,EX,N,GIA,2386899841,5.34-5.38x3.38,4100,-29.10%,$1744.14,63.10%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
1ANZ5,round,0.30,F,VS1,EX,EX,EX,N,GIA,1395171691,4.28-4.30x2.67,2300,-32.40%,$466.44,62.20%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
0ANZ5,round,0.30,F,VS1,EX,EX,EX,N,GIA,2394260720,4.29-4.32x2.68,2300,-32.40%,$466.44,62.20%,58.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
Z9NZ5,round,0.30,E,VS2,EX,EX,EX,N,GIA,7391364039,4.32-4.33x2.60,2300,-35.10%,$447.81,60.30%,60.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
Y9NZ5,round,0.30,E,VS1,EX,EX,EX,N,GIA,7391289630,4.31-4.32x2.59,2400,-33.30%,$480.24,60.00%,62.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
X9NZ5,round,0.30,E,VS2,EX,EX,EX,N,GIA,1395161907,4.31-4.33x2.60,2300,-35.40%,$445.74,60.20%,60.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
W9NZ5,round,0.30,F,VVS1,EX,EX,EX,N,GIA,6395214727,4.25-4.29x2.69,2700,-34.60%,$529.74,63.00%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
V9NZ5,round,0.30,E,VVS2,EX,EX,EX,N,GIA,1387932309,4.37-4.39x2.58,2600,-37.20%,$489.84,58.80%,62.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
U9NZ5,round,0.60,G,VS1,EX,EX,EX,N,GIA,5211740242,5.35-5.39x3.38,4000,-28.50%,$1716.00,62.90%,55.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
T9NZ5,round,0.50,D,VS2,EX,EX,EX,N,GIA,2211757710,5.02-5.06x3.15,4200,-30.00%,$1470.00,62.40%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
S9NZ5,round,0.31,D,IF,EX,EX,EX,N,GIA,2211774337,4.34-4.35x2.69,3800,-39.30%,$715.05,61.90%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
R9NZ5,round,0.30,H,VVS2,EX,EX,EX,N,GIA,6217762822,4.29-4.31x2.67,2200,-32.10%,$448.14,62.00%,58.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
Q9NZ5,round,0.40,G,VVS2,EX,EX,EX,N,GIA,3405553369,4.67-4.71x2.94,2700,-27.40%,$784.08,62.70%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
P9NZ5,round,0.30,E,VVS2,EX,EX,EX,N,GIA,5212726985,4.28-4.31x2.68,2600,-36.30%,$496.86,62.40%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
O9NZ5,round,0.30,G,VVS1,EX,EX,EX,N,GIA,7383631563,4.25-4.28x2.66,2500,-34.90%,$488.25,62.30%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
N9NZ5,round,0.30,F,VS1,EX,EX,EX,N,GIA,1398304484,4.29-4.31x2.65,2300,-32.40%,$466.44,61.60%,59.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
M9NZ5,round,0.40,G,VVS2,EX,EX,EX,N,GIA,2397594848,4.77-4.80x2.84,2700,-26.80%,$790.56,59.30%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
L9NZ5,round,0.31,E,IF,EX,EX,EX,N,GIA,1216727087,4.30-4.33x2.72,3000,-39.10%,$566.37,63.10%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
K9NZ5,round,0.31,D,IF,EX,EX,EX,N,GIA,2215765916,4.34-4.37x2.71,3800,-39.30%,$715.05,62.30%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
J9NZ5,round,0.30,F,VVS1,EX,EX,EX,N,GIA,2397511915,4.28-4.30x2.70,2700,-35.40%,$523.26,62.80%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
I9NZ5,round,0.30,E,VS2,EX,EX,EX,N,GIA,6381618909,4.30-4.33x2.61,2300,-34.30%,$453.33,60.40%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
H9NZ5,round,0.30,G,IF,EX,EX,EX,N,GIA,5212758550,4.25-4.28x2.69,2700,-37.10%,$509.49,63.00%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
G9NZ5,round,0.30,E,VVS2,EX,EX,EX,N,GIA,7388669597,4.24-4.28x2.65,2600,-36.30%,$496.86,62.10%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
F9NZ5,round,0.30,E,VS1,EX,EX,EX,N,GIA,6392210562,4.24-4.28x2.69,2400,-34.50%,$471.60,63.10%,55.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
E9NZ5,round,0.30,E,VVS2,EX,EX,EX,N,GIA,2215727898,4.26-4.28x2.69,2600,-36.30%,$496.86,62.90%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
D9NZ5,round,0.30,E,VVS2,EX,EX,EX,N,GIA,6214724322,4.25-4.28x2.67,2600,-36.30%,$496.86,62.70%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
C9NZ5,round,0.30,E,VS1,EX,EX,EX,N,GIA,1399272715,4.26-4.29x2.68,2400,-34.20%,$473.76,62.70%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
B9NZ5,round,0.50,D,VS2,EX,EX,EX,N,GIA,6392370632,5.03-5.07x3.15,4200,-31.30%,$1442.70,62.30%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
A9NZ5,round,0.30,F,VS1,EX,EX,EX,N,GIA,1399339220,4.28-4.31x2.70,2300,-32.00%,$469.20,62.80%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
99NZ5,round,0.30,E,VS1,EX,EX,EX,N,GIA,5212766630,4.26-4.30x2.65,2400,-33.70%,$477.36,61.90%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
89NZ5,round,0.31,E,IF,EX,EX,EX,N,GIA,5212725335,4.35-4.37x2.66,3000,-39.60%,$561.72,60.90%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
79NZ5,round,0.30,E,VS2,EX,EX,EX,N,GIA,1216763115,4.27-4.30x2.63,2300,-35.40%,$445.74,61.40%,60.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
69NZ5,round,0.30,G,VVS1,EX,EX,EX,N,GIA,7386620963,4.25-4.28x2.63,2500,-34.90%,$488.25,61.60%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
59NZ5,round,0.60,G,VVS2,EX,EX,EX,N,GIA,2387404145,5.49-5.51x3.23,4100,-28.60%,$1756.44,58.80%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
49NZ5,round,0.50,H,IF,EX,EX,EX,N,GIA,2211767646,5.05-5.09x3.18,4100,-31.60%,$1402.20,62.60%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
39NZ5,round,0.31,D,IF,EX,EX,EX,N,GIA,5393515164,4.33-4.36x2.71,3800,-39.80%,$709.16,62.30%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
19NZ5,round,0.50,F,VVS2,EX,EX,EX,N,GIA,7393549219,5.05-5.09x3.11,4400,-32.40%,$1487.20,61.40%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
09NZ5,round,0.30,G,VVS1,EX,EX,EX,N,GIA,2386627555,4.27-4.30x2.67,2500,-35.10%,$486.75,62.30%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
Z8NZ5,round,0.30,E,VVS2,EX,EX,EX,N,GIA,6214721855,4.27-4.30x2.68,2600,-36.10%,$498.42,62.50%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
Y8NZ5,round,0.50,H,VVS1,EX,EX,EX,N,GIA,2211762223,5.16-5.20x3.05,4000,-30.10%,$1398.00,58.90%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
X8NZ5,round,0.30,D,VVS2,EX,EX,EX,N,GIA,7396967353,4.35-4.37x2.59,2800,-35.90%,$538.44,59.30%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
W8NZ5,round,0.40,G,VVS2,EX,EX,EX,N,GIA,7403048197,4.70-4.73x2.95,2700,-26.80%,$790.56,62.60%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
V8NZ5,round,0.50,E,VVS2,EX,EX,EX,N,GIA,7396907342,5.02-5.06x3.19,4600,-33.10%,$1538.70,63.30%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
U8NZ5,round,0.30,G,VS1,EX,EX,EX,N,GIA,6402032020,4.23-4.27x2.68,2200,-30.20%,$460.68,63.10%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
T8NZ5,round,0.40,G,VVS2,EX,EX,EX,N,GIA,6401068516,4.74-4.75x2.88,2700,-27.10%,$787.32,60.60%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
S8NZ5,round,0.30,E,VS1,EX,EX,EX,N,GIA,3395644752,4.31-4.34x2.62,2400,-33.50%,$478.80,60.70%,59.00%,WH,M0,EC0,BT0,BC1,INDIA,NO BGM  table no black,,
R8NZ5,round,0.50,D,VS2,EX,EX,EX,N,GIA,7392672320,5.04-5.07x3.16,4200,-31.00%,$1449.00,62.50%,58.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
Q8NZ5,round,0.50,D,VS2,EX,EX,EX,N,GIA,2407140229,5.06-5.08x3.19,4200,-32.00%,$1428.00,62.80%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
P8NZ5,round,0.50,D,VS1,EX,EX,EX,N,GIA,1395484151,5.02-5.06x3.18,4600,-31.40%,$1577.80,63.00%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
O8NZ5,round,0.40,E,VS2,EX,EX,EX,N,GIA,7401759221,4.69-4.73x2.91,2700,-32.10%,$733.32,61.70%,61.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
N8NZ5,round,0.70,H,VVS1,EX,EX,EX,N,GIA,6395539869,5.78-5.83x3.43,5000,-32.10%,$2376.50,59.10%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
M8NZ5,round,0.30,E,IF,EX,EX,EX,N,GIA,1397866589,4.32-4.34x2.63,3000,-37.10%,$566.10,60.70%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
L8NZ5,round,0.30,D,VVS2,EX,EX,EX,N,GIA,6405074138,4.29-4.32x2.65,2800,-35.90%,$538.44,61.70%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
K8NZ5,round,0.50,D,VS2,EX,EX,EX,N,GIA,7396918073,5.05-5.08x3.13,4200,-31.00%,$1449.00,61.90%,58.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
J8NZ5,round,0.50,E,VS2,EX,EX,EX,N,GIA,2394999113,5.18-5.23x3.07,4000,-31.10%,$1378.00,58.90%,61.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
I8NZ5,round,0.30,D,IF,EX,EX,EX,N,GIA,7403235281,4.24-4.27x2.69,3800,-37.80%,$709.08,63.20%,55.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
H8NZ5,round,0.50,D,VS2,EX,EX,EX,N,GIA,5396686538,5.15-5.19x3.06,4200,-31.60%,$1436.40,59.20%,61.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
G8NZ5,round,0.50,E,IF,EX,EX,EX,N,GIA,1403019294,5.02-5.06x3.17,5400,-30.60%,$1873.80,63.00%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
F8NZ5,round,0.30,D,VVS2,EX,EX,EX,N,GIA,2397990539,4.30-4.33x2.65,2800,-36.20%,$535.92,61.30%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
E8NZ5,round,0.40,H,VS1,EX,EX,EX,N,GIA,6392883989,4.68-4.72x2.93,2500,-25.70%,$743.00,62.30%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
D8NZ5,round,0.30,E,IF,EX,EX,EX,N,GIA,1399819662,4.25-4.29x2.65,3000,-37.60%,$561.60,62.00%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
C8NZ5,round,0.30,E,VS1,EX,EX,EX,N,GIA,6392668158,4.24-4.28x2.68,2400,-34.50%,$471.60,62.80%,58.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
B8NZ5,round,1.00,F,VVS2,EX,EX,EX,N,GIA,7391261465,6.39-6.44x3.89,11400,-28.60%,$8139.60,60.60%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
A8NZ5,round,0.40,H,VS1,EX,EX,EX,N,GIA,1397968803,4.67-4.71x2.89,2500,-26.00%,$740.00,61.60%,61.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
98NZ5,round,0.40,G,VVS2,EX,EX,EX,N,GIA,2398908368,4.66-4.70x2.96,2700,-26.80%,$790.56,63.20%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
88NZ5,round,0.50,G,VVS2,EX,EX,EX,N,GIA,6395685331,5.05-5.08x3.15,4100,-30.70%,$1420.65,62.30%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
78NZ5,round,0.30,F,VS1,EX,EX,EX,N,GIA,1395693586,4.27-4.30x2.69,2300,-32.40%,$466.44,62.90%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
68NZ5,round,0.30,D,IF,EX,EX,EX,N,GIA,7408441325,4.26-4.29x2.68,3800,-37.30%,$714.78,62.70%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
58NZ5,round,0.50,E,IF,EX,EX,EX,N,GIA,2406013698,5.04-5.07x3.20,5400,-30.10%,$1887.30,63.30%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
48NZ5,round,0.40,G,VVS2,EX,EX,EX,N,GIA,2406552099,4.66-4.69x2.96,2700,-27.40%,$784.08,63.20%,54.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
38NZ5,round,0.40,G,VS2,EX,EX,EX,N,GIA,3405768549,4.66-4.70x2.96,2500,-26.80%,$732.00,63.20%,57.00%,WH,M0,EC0,BT0,BC1,INDIA,NO BGM  table no black,,
28NZ5,round,0.30,D,IF,EX,EX,EX,N,GIA,6401447722,4.26-4.29x2.71,3800,-37.30%,$714.78,63.40%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
18NZ5,round,0.30,D,IF,EX,EX,EX,N,GIA,2406588297,4.27-4.30x2.67,3800,-37.80%,$709.08,62.40%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
08NZ5,round,0.40,F,VVS2,EX,EX,EX,N,GIA,6402774749,4.67-4.70x2.97,2900,-31.10%,$799.24,63.40%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
Z7NZ5,round,0.40,H,VS1,EX,EX,EX,N,GIA,2406986187,4.68-4.72x2.95,2500,-25.30%,$747.00,62.80%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
Y7NZ5,round,0.40,E,VVS2,EX,EX,EX,N,GIA,1407986294,4.67-4.70x2.96,3100,-31.10%,$854.36,63.20%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
X7NZ5,round,0.40,H,VS1,EX,EX,EX,N,GIA,6402759219,4.67-4.70x2.95,2500,-25.70%,$743.00,62.90%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
W7NZ5,round,0.50,E,VVS2,EX,EX,EX,N,GIA,7401636474,5.06-5.10x3.10,4600,-33.40%,$1531.80,61.00%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
V7NZ5,round,0.30,D,IF,EX,EX,EX,N,GIA,6402464102,4.34-4.36x2.63,3800,-37.80%,$709.08,60.40%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
U7NZ5,round,0.30,D,IF,EX,EX,EX,N,GIA,1408600888,4.27-4.30x2.64,3800,-37.30%,$714.78,61.60%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
T7NZ5,round,0.50,F,VVS2,EX,EX,EX,N,GIA,7402585974,5.05-5.08x3.19,4400,-32.40%,$1487.20,63.10%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
S7NZ5,round,0.30,D,IF,EX,EX,EX,N,GIA,6402439138,4.35-4.38x2.63,3800,-37.80%,$709.08,60.20%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
R7NZ5,round,0.40,H,VS1,EX,EX,EX,N,GIA,7408753401,4.69-4.72x2.94,2500,-25.70%,$743.00,62.50%,59.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
Q7NZ5,round,0.50,E,VVS2,EX,EX,EX,N,GIA,2408200418,5.02-5.05x3.19,4600,-33.40%,$1531.80,63.40%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
P7NZ5,round,0.50,E,VVS2,EX,EX,EX,N,GIA,6405686942,5.02-5.06x3.20,4600,-34.00%,$1518.00,63.40%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
O7NZ5,round,0.30,D,IF,EX,EX,EX,N,GIA,6402573850,4.25-4.28x2.67,3800,-37.30%,$714.78,62.50%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
N7NZ5,round,0.40,G,VVS2,EX,EX,EX,N,GIA,3405601717,4.68-4.70x2.94,2700,-26.80%,$790.56,62.70%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
M7NZ5,round,0.40,G,VVS2,EX,EX,EX,N,GIA,1409622619,4.66-4.69x2.96,2700,-27.40%,$784.08,63.30%,58.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
L7NZ5,round,0.30,G,VVS1,EX,EX,EX,N,GIA,2211652763,4.23-4.27x2.70,2500,-34.90%,$488.25,63.40%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
K7NZ5,round,0.30,D,VS2,EX,EX,EX,N,GIA,2211706676,4.25-4.27x2.69,2400,-33.80%,$476.64,63.10%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
