Stock No,Shape,Carat,Color,Clarity,Cut,Polish,Symm,Fluor,Cert,Cert No,Measurements,Rap,back,Amount,Depth,Table,Shade,Milky,Eye Clean,Black Tab,Black Crn,Location,Comments,Arrive,Img
KULZ5,round,1.00,F,SI2,EX,EX,EX,N,GIA,1393504111,6.36-6.40x4.00,6300,-32.80%,$4233.60,62.70%,58.00%,WH,M0,EC0,BT1,BC1,HK,NO BGM,Arrived,
HULZ5,round,1.00,F,SI2,EX,EX,EX,N,GIA,3405459492,6.39-6.42x3.91,6300,-32.80%,$4233.60,61.10%,60.00%,WH,M0,EC0,BT1,BC1,HK,NO BGM,Arrived,
EULZ5,round,1.00,F,SI2,EX,EX,EX,N,GIA,6402169011,6.42-6.43x4.01,6300,-32.50%,$4252.50,62.40%,56.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,
BULZ5,round,1.01,D,SI2,EX,EX,EX,N,GIA,1408168629,6.39-6.43x3.99,6900,-30.50%,$4843.46,62.30%,57.00%,WH,M0,EC0,BT1,BC1,HK,NO BGM,Arrived,
5ULZ5,round,1.00,I,VS2,VG,EX,VG,N,GIA,5393441138,6.19-6.23x4.03,6500,-39.70%,$3919.50,64.90%,56.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,
2ULZ5,round,1.00,I,VS2,VG,EX,VG,N,GIA,6395443200,6.19-6.27x3.98,6500,-40.10%,$3893.50,63.80%,57.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
1ULZ5,round,1.00,F,VS1,VG,EX,VG,N,GIA,7391523423,6.14-6.22x4.02,10800,-47.70%,$5648.40,65.10%,57.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
UTLZ5,round,0.70,I,VS2,VG,EX,VG,N,GIA,2211951921,5.47-5.55x3.59,3700,-33.80%,$1714.58,65.10%,56.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
STLZ5,round,0.70,I,VS2,EX,EX,EX,N,GIA,6214943834,5.75-5.78x3.51,3700,-27.80%,$1869.98,60.80%,58.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
JTLZ5,round,0.50,D,SI2,EX,EX,EX,N,GIA,2396560756,5.13-5.16x3.12,2900,-30.40%,$1009.20,60.70%,60.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,
ETLZ5,round,0.51,F,SI2,EX,EX,EX,N,GIA,7398339086,5.09-5.11x3.18,2700,-30.70%,$954.26,62.30%,57.00%,WH,M0,EC0,BT1,BC1,HK,NO BGM,Arrived,
4TLZ5,round,0.50,E,SI1,GD,VG,GD,N,GIA,2407258700,5.02-5.06x3.11,3400,-48.70%,$872.10,61.60%,61.00%,WH,M0,EC0,BT1,BC1,HK,NO BGM,Arrived,
USLZ5,round,0.50,H,VS2,EX,EX,EX,M,GIA,6214983659,5.06-5.09x3.11,3700,-41.70%,$1078.55,61.20%,60.00%,WH,M0,EC0,BT0,BC1,HK,NO BGM  table no black,Arrived,
PSLZ5,round,0.50,I,SI1,GD,EX,VG,N,GIA,6213969602,4.92-4.96x3.23,2600,-45.00%,$715.00,65.40%,55.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,
BSLZ5,round,0.50,G,SI1,EX,EX,EX,M,GIA,2398227304,5.07-5.09x3.14,3200,-36.60%,$1014.40,61.70%,59.00%,WH,M0,EC0,BT1,BC1,HK,NO BGM,Arrived,
ASLZ5,round,0.50,H,VS2,EX,EX,EX,F,GIA,2215830010,5.03-5.06x3.17,3700,-36.30%,$1178.45,62.90%,56.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,
8SLZ5,round,0.50,J,SI1,EX,EX,EX,M,GIA,2215800099,5.04-5.08x3.15,2200,-38.80%,$673.20,62.30%,56.00%,WH,M0,EC0,BT1,BC1,HK,NO BGM,Arrived,
7SLZ5,round,0.50,D,SI1,EX,EX,EX,F,GIA,5393499225,5.07-5.10x3.12,3600,-37.70%,$1121.40,61.50%,59.00%,WH,M0,EC0,BT1,BC1,HK,NO BGM,Arrived,
4SLZ5,round,0.50,D,SI1,EX,EX,EX,F,GIA,1399590636,5.06-5.09x3.14,3600,-37.70%,$1121.40,61.80%,60.00%,WH,M0,EC0,BT1,BC1,HK,NO BGM,Arrived,
NRLZ5,round,0.50,L,VVS2,VG,EX,VG,F,GIA,6392533816,4.93-4.98x3.19,1900,-40.50%,$565.25,64.30%,57.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
HRLZ5,round,0.51,H,VS1,EX,EX,EX,F,GIA,2398355208,5.15-5.19x3.16,3800,-35.40%,$1251.95,61.20%,60.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
FRLZ5,round,0.50,L,VVS2,VG,EX,VG,N,GIA,6395717570,4.92-4.96x3.19,1900,-37.20%,$596.60,64.60%,56.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
9RLZ5,round,0.50,L,VVS2,VG,EX,VG,N,GIA,5212919211,5.14-5.16x3.08,1900,-36.90%,$599.45,59.90%,55.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
5RLZ5,round,0.50,I,VVS2,EX,EX,EX,F,GIA,2215918778,5.14-5.17x3.06,3300,-34.50%,$1080.75,59.30%,59.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
2RLZ5,round,0.50,L,VVS2,VG,EX,EX,N,GIA,5386062730,4.94-4.97x3.19,1900,-37.20%,$596.60,64.40%,58.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
UQLZ5,round,0.50,G,IF,EX,EX,EX,N,GIA,6227013367,5.08-5.11x3.15,4400,-33.80%,$1456.40,61.80%,59.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
QQLZ5,round,0.50,G,IF,EX,EX,EX,N,GIA,2215955259,5.16-5.18x3.10,4400,-33.80%,$1456.40,60.00%,59.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
WPLZ5,round,0.40,J,VVS1,EX,EX,EX,N,GIA,2225010844,4.71-4.73x2.95,2100,-33.30%,$560.28,62.50%,57.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
OPLZ5,round,0.30,J,VS2,VG,EX,VG,N,GIA,2407486828,4.15-4.20x2.70,1600,-35.90%,$307.68,64.70%,58.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,
NPLZ5,round,0.30,J,VS2,VG,VG,VG,N,GIA,6401250023,4.29-4.32x2.63,1600,-35.60%,$309.12,61.20%,59.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,
MPLZ5,round,0.30,J,VS2,EX,VG,EX,N,GIA,6402189883,4.27-4.30x2.67,1600,-36.40%,$305.28,62.30%,59.00%,WH,M0,EC0,BT1,BC1,HK,NO BGM,Arrived,
LPLZ5,round,0.30,J,VS2,VG,EX,VG,N,GIA,6402476941,4.15-4.20x2.69,1600,-35.10%,$311.52,64.50%,56.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
IPLZ5,round,0.30,J,VS2,VG,VG,VG,N,GIA,2407453069,4.22-4.26x2.62,1600,-35.10%,$311.52,61.90%,60.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
GPLZ5,round,0.30,J,VS2,VG,EX,VG,N,GIA,6402414390,4.27-4.31x2.62,1600,-35.10%,$311.52,61.00%,63.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
FPLZ5,round,0.30,J,VS2,VG,EX,VG,N,GIA,7403042274,4.27-4.30x2.60,1600,-35.10%,$311.52,60.70%,60.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
EPLZ5,round,0.30,J,VS2,VG,VG,VG,N,GIA,2407324867,4.28-4.34x2.58,1600,-35.10%,$311.52,59.70%,62.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
APLZ5,round,0.30,J,VS2,VG,EX,VG,N,GIA,1399606560,4.27-4.31x2.63,1600,-35.60%,$309.12,61.20%,62.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,
6PLZ5,round,0.30,J,VS2,EX,EX,EX,N,GIA,7406173910,4.34-4.36x2.64,1600,-31.60%,$328.32,60.60%,61.00%,WH,M0,EC0,BT1,BC1,HK,NO BGM,Arrived,
4PLZ5,round,0.30,J,VS2,EX,EX,EX,N,GIA,7391970681,4.28-4.30x2.66,1600,-31.10%,$330.72,62.10%,58.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
1PLZ5,round,0.31,J,VS2,EX,EX,EX,N,GIA,1398403421,4.34-4.37x2.70,1600,-33.30%,$330.83,62.00%,59.00%,WH,M0,EC0,BT1,BC1,HK,NO BGM,Arrived,
DOLZ5,round,0.30,I,VS2,VG,EX,VG,N,GIA,7396292580,4.34-4.37x2.57,1900,-43.90%,$319.77,59.10%,61.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,
BOLZ5,round,0.30,I,VS2,EX,VG,VG,N,GIA,3395156870,4.30-4.33x2.67,1900,-43.90%,$319.77,61.90%,55.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
7OLZ5,round,0.30,I,VS2,EX,VG,VG,N,GIA,7391060961,4.27-4.30x2.61,1900,-43.90%,$319.77,60.90%,59.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
5OLZ5,round,0.30,I,VS2,EX,EX,VG,N,GIA,7382797827,4.29-4.34x2.67,1900,-43.90%,$319.77,61.80%,56.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
1OLZ5,round,0.30,I,VVS2,VG,VG,VG,N,GIA,7382136622,4.18-4.22x2.68,2100,-43.10%,$358.47,63.70%,57.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
ZNLZ5,round,0.30,J,VVS2,VG,VG,VG,N,GIA,6405189128,4.14-4.19x2.69,1800,-38.90%,$329.94,64.50%,57.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
YNLZ5,round,0.30,I,VS1,VG,EX,VG,N,GIA,6402583834,4.29-4.31x2.62,2000,-42.10%,$347.40,60.90%,63.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
XNLZ5,round,0.30,J,VS1,VG,EX,VG,N,GIA,2407538377,4.28-4.31x2.61,1700,-35.60%,$328.44,60.80%,60.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
WNLZ5,round,0.30,I,VS1,VG,EX,VG,N,GIA,7406530105,4.23-4.28x2.58,2000,-43.00%,$342.00,60.70%,63.00%,WH,M0,EC0,BT0,BC1,HK,NO BGM  table no black,Arrived,
VNLZ5,round,0.30,J,VS1,EX,EX,EX,N,GIA,6385454190,4.26-4.27x2.66,1700,-32.00%,$346.80,62.40%,59.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,
UNLZ5,round,0.30,J,VS1,VG,VG,VG,N,GIA,7406042111,4.25-4.27x2.65,1700,-36.20%,$325.38,62.10%,57.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,
TNLZ5,round,0.31,J,VVS2,EX,EX,EX,N,GIA,1398840053,4.35-4.37x2.66,1800,-37.40%,$349.31,60.90%,59.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
SNLZ5,round,0.30,I,VVS2,VG,VG,VG,N,GIA,6402209699,4.18-4.23x2.68,2100,-43.10%,$358.47,63.80%,57.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
RNLZ5,round,0.30,J,VVS2,EX,EX,VG,N,GIA,6405302316,4.36-4.37x2.59,1800,-39.40%,$327.24,59.30%,59.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
QNLZ5,round,0.30,I,VS1,VG,EX,VG,N,GIA,3405316911,4.29-4.32x2.65,2000,-42.10%,$347.40,61.60%,57.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
ONLZ5,round,0.30,I,VVS2,VG,VG,VG,N,GIA,3395566906,4.24-4.31x2.62,2100,-43.10%,$358.47,61.20%,61.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
MNLZ5,round,0.30,I,VVS2,VG,EX,VG,N,GIA,2404263677,4.25-4.30x2.64,2100,-43.10%,$358.47,61.70%,62.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
JNLZ5,round,0.30,J,VS1,VG,EX,VG,N,GIA,5403232882,4.29-4.34x2.57,1700,-35.60%,$328.44,59.70%,61.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
HNLZ5,round,0.30,I,VVS2,EX,VG,EX,N,GIA,1403218467,4.32-4.35x2.61,2100,-43.90%,$353.43,60.20%,60.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
GNLZ5,round,0.30,J,VVS2,EX,EX,EX,N,GIA,5403219035,4.27-4.29x2.68,1800,-35.40%,$348.84,62.60%,55.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
FNLZ5,round,0.30,I,VVS2,VG,EX,VG,N,GIA,5212978539,4.37-4.39x2.57,2100,-43.70%,$354.69,58.70%,62.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
ENLZ5,round,0.31,J,VS1,EX,VG,EX,N,GIA,6392745910,4.44-4.45x2.63,1700,-38.40%,$324.63,59.10%,61.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
DNLZ5,round,0.30,I,VS1,VG,VG,EX,N,GIA,2396966450,4.36-4.39x2.58,2000,-42.10%,$347.40,59.00%,60.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
CNLZ5,round,0.30,J,VVS2,EX,EX,EX,N,GIA,6392966580,4.30-4.32x2.62,1800,-35.40%,$348.84,60.80%,58.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
ANLZ5,round,0.30,J,VS1,VG,EX,VG,N,GIA,2394546208,4.23-4.27x2.67,1700,-35.60%,$328.44,62.80%,56.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
9NLZ5,round,0.30,J,VS1,VG,EX,VG,N,GIA,1393307823,4.16-4.23x2.69,1700,-35.60%,$328.44,64.00%,58.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
8NLZ5,round,0.30,J,VVS2,EX,EX,EX,N,GIA,6391525651,4.29-4.32x2.69,1800,-35.40%,$348.84,62.60%,57.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
7NLZ5,round,0.30,I,VVS2,EX,VG,EX,N,GIA,7398847038,4.24-4.26x2.68,2100,-44.20%,$351.54,63.10%,57.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,
6NLZ5,round,0.30,I,VVS2,EX,EX,VG,N,GIA,2386172708,4.24-4.28x2.67,2100,-43.90%,$353.43,62.70%,57.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
4NLZ5,round,0.30,J,VS1,VG,EX,VG,N,GIA,6402033621,4.27-4.30x2.64,1700,-36.20%,$325.38,61.50%,58.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,
3NLZ5,round,0.30,J,VS1,EX,EX,EX,N,GIA,7402034197,4.33-4.36x2.59,1700,-31.40%,$349.86,59.60%,58.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
1NLZ5,round,0.30,J,VS1,VG,VG,VG,N,GIA,7392338796,4.26-4.28x2.67,1700,-35.60%,$328.44,62.70%,56.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
0NLZ5,round,0.30,J,VS1,EX,EX,EX,N,GIA,5396359249,4.30-4.33x2.66,1700,-31.40%,$349.86,61.70%,60.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
YMLZ5,round,0.30,I,VS1,EX,EX,VG,N,GIA,1395958796,4.27-4.31x2.66,2000,-43.10%,$341.40,62.10%,59.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,
WMLZ5,round,0.30,J,VS1,VG,VG,VG,N,GIA,2398358772,4.24-4.30x2.65,1700,-36.50%,$323.85,62.20%,60.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,
UMLZ5,round,0.30,I,VS1,EX,EX,VG,N,GIA,2397957725,4.26-4.32x2.61,2000,-42.90%,$342.60,60.80%,60.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
SMLZ5,round,0.30,J,VVS2,EX,EX,EX,N,GIA,6392899340,4.26-4.29x2.68,1800,-36.00%,$345.60,62.70%,58.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,
RMLZ5,round,0.30,I,VVS2,VG,EX,EX,N,GIA,6217926279,4.37-4.39x2.57,2100,-43.40%,$356.58,58.60%,62.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
PMLZ5,round,0.30,J,VS1,VG,EX,VG,N,GIA,7398191985,4.31-4.36x2.59,1700,-35.90%,$326.91,59.70%,60.00%,WH,M0,EC0,BT0,BC1,HK,NO BGM  table no black,Arrived,
LMLZ5,round,0.30,J,VVS2,EX,EX,VG,N,GIA,1395295851,4.23-4.29x2.67,1800,-40.30%,$322.38,62.70%,57.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,
JMLZ5,round,0.30,I,VS1,EX,EX,VG,N,GIA,1387968986,4.30-4.33x2.63,2000,-42.90%,$342.60,61.00%,59.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
IMLZ5,round,0.30,H,VS1,EX,EX,EX,F,GIA,2386656817,4.36-4.38x2.57,2100,-36.30%,$401.31,58.90%,61.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
3MLZ5,round,0.30,K,VVS1,EX,EX,EX,N,GIA,6391192354,4.24-4.27x2.66,1700,-40.50%,$303.45,62.50%,56.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
ILLZ5,round,1.00,D,VS2,VG,EX,VG,N,GIA,2406283217,6.22-6.26x3.99,10700,-49.90%,$5360.70,63.90%,55.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,2406283217
TKLZ5,round,1.01,H,VS2,EX,EX,EX,F,GIA,7398549027,6.34-6.38x4.02,8000,-30.40%,$5623.68,63.20%,56.00%,WH,M0,EC0,BT0,BC1,HK,NO BGM   table no black,Arrived,7398549027
QJLZ5,round,0.50,D,SI1,EX,EX,EX,N,GIA,6381995401,5.09-5.11x3.12,3600,-34.10%,$1186.20,61.20%,61.00%,WH,M0,EC0,BT1,BC1,HK,NO BGM,Arrived,6381995401
OJLZ5,round,0.60,I,VS2,EX,EX,EX,N,GIA,1385929123,5.35-5.39x3.36,3000,-30.60%,$1249.20,62.60%,56.00%,WH,M0,EC0,BT0,BC1,HK,NO BGM   table no black,Arrived,1385929123
1ILZ5,round,0.50,I,VVS2,EX,EX,EX,F,GIA,2215926677,5.17-5.18x3.06,3300,-34.80%,$1075.80,59.20%,60.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM   no black,Arrived,2215926677
XHLZ5,round,0.50,H,VVS1,EX,EX,EX,F,GIA,1216892323,5.16-5.18x3.13,4000,-39.60%,$1208.00,60.60%,59.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM   no black,Arrived,1216892323
RHLZ5,round,0.30,H,VS1,EX,EX,EX,F,GIA,6395285956,4.33-4.36x2.61,2100,-36.30%,$401.31,60.10%,59.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM   no black,Arrived,6395285956
UGLZ5,round,1.00,D,SI2,EX,EX,EX,N,GIA,6385981870,6.43-6.46x3.92,6900,-30.80%,$4774.80,60.90%,57.00%,WH,M0,EC0,BT1,BC1,HK,NO BGM,Arrived,6385981870
TGLZ5,round,1.00,D,SI2,VG,EX,VG,N,GIA,1398423980,6.21-6.25x4.02,6900,-40.70%,$4091.70,64.50%,58.00%,WH,M0,EC0,BT1,BC1,HK,NO BGM,Arrived,1398423980
FGLZ5,round,1.00,L,SI1,GD,EX,GD,N,GIA,6391109785,6.07-6.14x4.08,3500,-42.90%,$1998.50,66.80%,56.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM   no black,Arrived,6391109785
7GLZ5,round,1.01,F,VS1,VG,EX,VG,N,GIA,7398486008,6.20-6.27x4.05,10800,-47.70%,$5704.88,65.00%,56.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM   no black,Arrived,7398486008
5GLZ5,round,1.00,F,VS2,GD,EX,VG,N,GIA,1383090567,6.01-6.10x4.01,9500,-57.60%,$4028.00,66.30%,55.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM   no black,Arrived,1383090567
7FLZ5,round,1.00,G,VS2,GD,EX,VG,N,GIA,7403032155,6.05-6.16x4.04,9000,-57.20%,$3852.00,66.20%,57.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,7403032155
0FLZ5,round,1.00,D,VS2,VG,EX,VG,N,GIA,7396461485,6.17-6.26x4.03,10700,-48.70%,$5489.10,64.70%,56.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM   no black,Arrived,7396461485
WELZ5,round,10.00,M,VS2,EX,EX,EX,N,GIA,6213863075,13.76-13.82x8.57,17000,-31.20%,$116960.00,62.10%,59.00%,WH,M0,EC0,BT1,BC1,HK,NO BGM,Arrived,6213863075
QDLZ5,round,1.01,H,VVS2,VG,EX,VG,N,GIA,6395939353,6.17-6.24x4.04,8900,-41.20%,$5285.53,65.10%,56.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM   no black,Arrived,6395939353
JDLZ5,round,0.70,I,VS1,EX,EX,EX,N,GIA,6217949854,5.66-5.70x3.54,3900,-29.30%,$1930.11,62.30%,56.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,6217949854
GDLZ5,round,0.70,I,VS2,VG,EX,EX,N,GIA,6395942164,5.48-5.53x3.57,3700,-34.80%,$1688.68,64.70%,56.00%,WH,M0,EC0,BT1,BC1,HK,NO BGM,Arrived,6395942164
8DLZ5,round,0.70,I,VS2,VG,EX,VG,N,GIA,5211918661,5.56-5.63x3.61,3700,-34.30%,$1701.63,64.50%,55.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,5211918661
4DLZ5,round,0.70,I,VS1,VG,EX,VG,N,GIA,5211897251,5.61-5.68x3.51,3900,-33.90%,$1804.53,62.10%,59.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,5211897251
JCLZ5,round,0.50,E,SI1,EX,EX,EX,M,GIA,5393901434,5.08-5.11x3.18,3400,-39.40%,$1030.20,62.40%,58.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,5393901434
ECLZ5,round,0.51,D,SI2,EX,EX,EX,N,GIA,7398286464,5.09-5.12x3.18,2900,-31.90%,$1007.20,62.30%,58.00%,WH,M0,EC0,BT1,BC1,HK,NO BGM,Arrived,7398286464
TBLZ5,round,0.50,L,SI1,EX,EX,EX,N,GIA,6385980653,5.04-5.07x3.17,1600,-34.40%,$524.80,62.60%,56.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,6385980653
6BLZ5,round,0.50,F,VS1,VG,EX,VG,F,GIA,2211917014,4.95-4.99x3.22,4200,-46.30%,$1127.70,64.70%,58.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM   no black,Arrived,2211917014
8ALZ5,round,0.50,H,VS1,EX,EX,EX,F,GIA,2213857001,5.14-5.15x3.08,3800,-35.00%,$1235.00,59.80%,60.00%,WH,M0,EC0,BT0,BC1,HK,NO BGM   table no black,Arrived,2213857001
5ALZ5,round,0.50,L,VS2,EX,EX,EX,N,GIA,6214838292,5.02-5.05x3.18,1700,-33.10%,$568.65,63.10%,57.00%,WH,M0,EC0,BT1,BC0,HK,NO BGM,Arrived,6214838292
B9LZ5,round,0.50,L,VVS2,EX,EX,EX,F,GIA,6214852084,5.16-5.17x3.09,1900,-36.10%,$607.05,59.80%,59.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM   no black,Arrived,6214852084
V8LZ5,round,0.30,H,VS1,EX,EX,EX,F,GIA,2396068573,4.25-4.28x2.67,2100,-36.60%,$399.42,62.50%,58.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM   no black,Arrived,2396068573
T8LZ5,round,0.30,H,VS1,EX,EX,EX,F,GIA,6392592201,4.34-4.35x2.63,2100,-36.60%,$399.42,60.50%,58.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM   no black,Arrived,6392592201
G8LZ5,round,1.00,H,VS2,VG,EX,VG,N,GIA,6392723060,6.20-6.23x3.99,8000,-38.50%,$4920.00,64.20%,57.00%,WH,M0,EC0,,,HK,NO BGM,Arrived,
48LZ5,round,1.00,H,VVS1,VG,EX,VG,N,GIA,6382282752,6.15-6.22x4.01,9300,-42.80%,$5319.60,64.70%,55.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
U7LZ5,round,1.00,F,VVS1,VG,EX,VG,N,GIA,2387824254,6.16-6.22x3.98,12600,-47.00%,$6678.00,64.30%,58.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
T7LZ5,round,1.00,F,VVS1,VG,EX,EX,N,GIA,2388282617,6.21-6.25x4.01,12600,-47.00%,$6678.00,64.50%,57.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
G7LZ5,round,1.01,I,SI1,GD,EX,GD,N,GIA,6382217893,6.02-6.10x4.05,6000,-51.00%,$2969.40,66.70%,60.00%,WH,M0,EC0,,,HK,NO BGM,Arrived,
D7LZ5,round,1.00,H,SI1,GD,EX,VG,N,GIA,2386402592,6.36-6.43x3.76,6700,-45.70%,$3638.10,58.80%,65.00%,WH,M0,EC0,,,HK,NO BGM,Arrived,
B7LZ5,round,1.00,I,VS2,GD,EX,GD,N,GIA,1385844022,6.03-6.10x4.05,6500,-54.60%,$2951.00,66.80%,57.00%,WH,M0,EC0,,,HK,NO BGM,Arrived,
97LZ5,round,1.00,F,VS1,VG,VG,VG,N,GIA,7382432897,6.21-6.27x3.96,10800,-47.70%,$5648.40,63.40%,58.00%,WH,M0,EC0,,,HK,NO BGM,Arrived,
77LZ5,round,1.01,H,SI1,GD,EX,GD,N,GIA,7398384416,6.04-6.13x4.02,6700,-45.70%,$3674.48,66.00%,58.00%,WH,M0,EC0,,,HK,NO BGM,Arrived,
67LZ5,round,1.00,H,SI1,GD,EX,GD,N,GIA,6395385474,6.01-6.12x4.05,6700,-46.00%,$3618.00,66.80%,59.00%,WH,M0,EC0,,,HK,NO BGM,Arrived,
17LZ5,round,0.80,F,VS2,VG,VG,VG,N,GIA,5406041712,5.74-5.79x3.69,5000,-33.70%,$2652.00,64.00%,57.00%,WH,M0,EC0,,,HK,NO BGM,Arrived,
T6LZ5,round,1.50,G,VS1,VG,EX,VG,N,GIA,6392798273,7.05-7.14x4.62,12700,-35.30%,$12325.35,65.20%,55.00%,WH,M0,EC0,,,HK,NO BGM,Arrived,
S6LZ5,round,1.00,H,VVS2,VG,EX,VG,N,GIA,2397385281,6.17-6.23x4.00,8900,-41.20%,$5233.20,64.60%,59.00%,WH,M0,EC0,BT0,BC0,HK,NO BGM  no black,Arrived,
