Stock_ID,Shape,Cts,Color,Clarity,Rep_Price,Cut,Polish,Symm,Fls,Length,Width,Depth,Depth_Per,Table_Per,Cr_Ang,Cr_Ht,Pav_Ang,Pav_Ht,Certi_No,Girdle,Disc,Lab,Pointer,Status,Shade,Luster,Table_Natts,Girdle_Type,Culet,Table_Depth,Inclusion,HNA,Side_Natts,Table_Open,Crown_Open,Comments,Key_To_Symbol,Disc_By_Date,Inscription,Girdle_Per,Revise_Disc_Flag,Crown_Natts,Crown_Inclusion,Certi_Date,BGM,UserComments,Group_Disc,Rap_Amount,Net_Price,Table_White,Side_White,Milky_Grade,Source,Location,Fls_Color,Lab_Date,Price_Per_Cts,View_Image,View_Video,View_Certi,TableOpen,CrownOpen,PavillionOpen,GirdleOpen
BW-12-21-132,ROUND,0.3,G,VVS1,2600.0,3EX,EX,EX,FAINT,4.42,4.39,2.6,59.1,61.0,33.0,12.5,41.0,43.5,3415207123,MED,-41.0,GIA,0.30-0.39,,WHITE,NONE,NONE,FACETED,N,,,VG,NONE,NONE,NONE,,PINPOINT,0.0,,3.0,,,,,NO BGM,,-41.0,780.0,451.0,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1503.33,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-132,https://shairugems.net:8010/DNA/Vision360?d=3415207123&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=3415207123,https://shairugems.net:8010/DNA/certi?SeqNo=3415207123,NONE,NONE,-,-
BW-12-21-131,ROUND,0.3,G,VS2,2200.0,VG,EX,EX,NONE,4.37,4.34,2.65,60.7,59.0,32.0,13.0,41.8,44.5,1418409881,THN TO STK,-37.0,GIA,0.30-0.39,,WHITE,NONE,MINOR,FACETED,N,,,EX,NONE,NONE,NONE,,CRYSTAL  CLOUD,0.0,,3.5,,,,,NO BGM,,-37.0,660.0,407.48,MINOR,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1358.27,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-131,https://shairugems.net:8010/DNA/Vision360?d=1418409881&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1418409881,https://shairugems.net:8010/DNA/certi?SeqNo=1418409881,NONE,NONE,-,-
BW-12-21-128,ROUND,0.3,G,VS2,2200.0,3EX,EX,EX,FAINT,4.3,4.27,2.66,62.1,60.0,35.0,14.0,41.6,44.5,2417473928,MED TO STK,-35.25,GIA,0.30-0.39,,WHITE,NONE,MINOR,FACETED,N,,,VG,NONE,NONE,NONE,,CRYSTAL  CLOUD,0.0,,4.0,,,,,NO BGM,,-35.25,660.0,418.8,MINOR,SMALL,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1396.0,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-128,https://shairugems.net:8010/DNA/Vision360?d=2417473928&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2417473928,https://shairugems.net:8010/DNA/certi?SeqNo=2417473928,NONE,NONE,-,-
BW-12-21-126,PRINCESS,0.31,E,VVS2,2200.0,-,EX,VG,NONE,3.67,3.82,2.67,72.6,68.0,0.0,0.0,0.0,0.0,6415352035,STK,-39.5,GIA,0.30-0.39,,WHITE,NONE,MINOR,,N,,,-,NONE,NONE,NONE,,CLOUD  FEATHER,0.0,,0.0,,,,,NO BGM,,-39.5,682.0,404.36,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1304.39,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-126,https://shairugems.net:8010/DNA/Vision360?d=6415352035&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=6415352035,https://shairugems.net:8010/DNA/certi?SeqNo=6415352035,NONE,NONE,-,-
BW-12-21-125,ROUND,0.31,E,SI2,1900.0,VG,EX,VG,NONE,4.51,4.46,2.6,58.0,65.0,31.0,10.5,41.6,44.0,7418473894,THN TO STK,-42.0,GIA,0.30-0.39,,WHITE,NONE,NONE,FACETED,N,,,VG,NONE,NONE,NONE,,FEATHER,0.0,,3.5,,,,,NO BGM,,-42.0,589.0,334.79,NONE,SMALL,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1079.97,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-125,https://shairugems.net:8010/DNA/Vision360?d=7418473894&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=7418473894,https://shairugems.net:8010/DNA/certi?SeqNo=7418473894,NONE,NONE,-,-
BW-12-21-122,ROUND,0.4,H,VVS2,2800.0,EX,EX,VG,NONE,4.69,4.64,2.95,63.2,58.0,35.0,15.0,41.4,44.0,7418265924,MED TO STK,-34.0,GIA,0.40-0.49,,WHITE,NONE,NONE,FACETED,N,,,VG,NONE,NONE,NONE,,FEATHER,0.0,,4.0,,,,,NO BGM,,-34.0,1120.0,724.42,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1811.05,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-122,https://shairugems.net:8010/DNA/Vision360?d=7418265924&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=7418265924,https://shairugems.net:8010/DNA/certi?SeqNo=7418265924,NONE,NONE,-,-
BW-12-21-121,ROUND,0.4,I,VVS2,2500.0,3EX,EX,EX,FAINT,4.7,4.66,2.89,61.8,59.0,36.0,15.0,40.6,42.5,1417575335,MED TO STK,-33.0,GIA,0.40-0.49,,WHITE,NONE,MINOR,FACETED,N,,,EX,NONE,NONE,NONE,,PINPOINT  FEATHER  CLOUD,0.0,,4.0,,,,,NO BGM,,-33.0,1000.0,656.6,MINOR,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1641.5,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-121,https://shairugems.net:8010/DNA/Vision360?d=1417575335&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1417575335,https://shairugems.net:8010/DNA/certi?SeqNo=1417575335,NONE,NONE,-,-
BW-12-21-118,PRINCESS,0.46,D,VS1,2700.0,-,EX,G,NONE,4.2,4.38,3.16,75.1,74.0,0.0,0.0,0.0,0.0,2414352177,MED TO STK,-38.2,GIA,0.40-0.49,,WHITE,NONE,MINOR,,N,,,-,NONE,NONE,NONE,,CRYSTAL  CLOUD  NEEDLE  PINPOINT,0.0,,0.0,,,,,NO BGM,,-38.2,1242.0,752.2,MINOR,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1635.22,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-118,https://shairugems.net:8010/DNA/Vision360?d=2414352177&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2414352177,https://shairugems.net:8010/DNA/certi?SeqNo=2414352177,NONE,NONE,-,-
BW-12-21-116,PRINCESS,0.5,D,VVS1,3800.0,-,EX,VG,NONE,4.29,4.41,3.22,75.1,65.0,0.0,0.0,0.0,0.0,7413352090,MED TO STK,-38.5,GIA,0.50-0.59,,WHITE,NONE,NONE,,N,,,-,NONE,NONE,NONE,,MANUFACTURING REMNANT  SURFACE GRAINING,0.0,,0.0,,,,,NO BGM,,-38.5,1900.0,1145.13,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,2290.26,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-116,https://shairugems.net:8010/DNA/Vision360?d=7413352090&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=7413352090,https://shairugems.net:8010/DNA/certi?SeqNo=7413352090,NONE,NONE,-,-
BW-12-21-115,ROUND,0.5,J,VS1,2800.0,EX,EX,VG,FAINT,5.12,5.07,3.17,62.2,54.0,36.0,16.5,40.6,42.5,1417409170,THN TO STK,-33.75,GIA,0.50-0.59,,WHITE,NONE,MINOR,FACETED,N,,,EX,NONE,NONE,NONE,,CRYSTAL  NEEDLE  PINPOINT,0.0,,3.0,,,,,NO BGM,,-33.75,1400.0,908.95,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1817.9,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-115,https://shairugems.net:8010/DNA/Vision360?d=1417409170&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1417409170,https://shairugems.net:8010/DNA/certi?SeqNo=1417409170,NONE,NONE,-,-
BW-12-21-111,ROUND,0.5,H,SI2,2700.0,G,EX,VG,NONE,4.84,4.8,3.21,66.7,61.0,39.5,16.0,41.0,43.0,2417409145,THK TO VTK,-43.18,GIA,0.50-0.59,,WHITE,NONE,SMALL,FACETED,N,,,VG,NONE,NONE,NONE,,CRYSTAL,0.0,,7.0,,,,,NO BGM,,-43.18,1350.0,751.73,SMALL,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1503.46,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-111,https://shairugems.net:8010/DNA/Vision360?d=2417409145&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2417409145,https://shairugems.net:8010/DNA/certi?SeqNo=2417409145,NONE,NONE,-,-
BW-12-21-108,ROUND,0.5,J,VS1,2800.0,3EX,EX,EX,NONE,5.09,5.05,3.17,62.6,58.0,35.5,15.0,41.0,43.5,5413409167,MED TO STK,-26.0,GIA,0.50-0.59,,WHITE,NONE,MINOR,FACETED,N,,,VG,NONE,NONE,NONE,,CRYSTAL  PINPOINT,0.0,,4.0,,,,,NO BGM,,-26.0,1400.0,1015.28,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,2030.56,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-108,https://shairugems.net:8010/DNA/Vision360?d=5413409167&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=5413409167,https://shairugems.net:8010/DNA/certi?SeqNo=5413409167,NONE,NONE,-,-
BW-12-21-103,ROUND,0.5,M,VVS1,1900.0,3EX,EX,EX,FAINT,5.05,5.01,3.16,62.9,57.0,36.5,16.0,40.8,43.0,3415248988,MED TO STK,-31.5,GIA,0.50-0.59,,WHITE,NONE,NONE,FACETED,N,,,EX,NONE,NONE,NONE,,PINPOINT  FEATHER,0.0,,3.5,,,,,NO BGM,,-31.5,950.0,637.74,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1275.48,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-103,https://shairugems.net:8010/DNA/Vision360?d=3415248988&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=3415248988,https://shairugems.net:8010/DNA/certi?SeqNo=3415248988,NONE,NONE,-,-
BW-12-21-102,ROUND,0.5,G,SI1,3400.0,VG,EX,EX,FAINT,5.01,4.96,3.21,64.4,59.0,35.5,14.5,42.0,45.0,2416248952,STK TO THK,-38.5,GIA,0.50-0.59,,WHITE,NONE,NONE,FACETED,N,,,VG,NONE,HAIR LINE,NONE,,CRYSTAL  FEATHER,0.0,,5.0,,,,,NO BGM,,-38.5,1700.0,1024.59,SMALL,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,2049.18,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-102,https://shairugems.net:8010/DNA/Vision360?d=2416248952&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2416248952,https://shairugems.net:8010/DNA/certi?SeqNo=2416248952,HAIR LINE,NONE,-,-
BW-12-21-100,PRINCESS,0.5,G,VVS2,3000.0,-,EX,VG,NONE,4.32,4.45,3.23,74.8,73.0,0.0,0.0,0.0,0.0,7411353569,THN TO MED,-37.5,GIA,0.50-0.59,,WHITE,NONE,NONE,,N,,,-,NONE,NONE,NONE,,PINPOINT  CLOUD,0.0,,0.0,,,,,NO BGM,,-37.5,1500.0,918.75,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1837.5,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-100,https://shairugems.net:8010/DNA/Vision360?d=7411353569&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=7411353569,https://shairugems.net:8010/DNA/certi?SeqNo=7411353569,NONE,NONE,-,-
BW-12-21-10,ROUND,2.0,H,VS2,16000.0,3EX,EX,EX,MED,8.19,8.13,4.88,59.8,60.0,33.5,13.5,40.8,43.0,7412474824,MED TO STK,-30.73,GIA,2.00-99.99,,WHITE,NONE,NONE,FACETED,N,,,EX,NONE,NONE,NONE,ADDITIONAL TWINNING WISPS  ADDITIONAL CLOUDS  PINPOINTS AND SURFACE GRAINING ARE NOT SHOWN.,TWINNING WISP  CLOUD  FEATHER  CRYSTAL,0.0,,3.5,,,,,NO BGM,,-30.73,32000.0,21723.07,SMALL,MINOR,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,10861.54,https://shairugems.net:8010/DNA/Image?sRefNo=BW-12-21-10,https://shairugems.net:8010/DNA/Vision360?d=7412474824&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=7412474824,https://shairugems.net:8010/DNA/certi?SeqNo=7412474824,NONE,NONE,-,-
BW-02-22-8,OVAL,2.0,G,VS2,14500.0,-,EX,EX,NONE,9.69,6.98,4.48,64.3,62.0,0.0,0.0,0.0,0.0,6411632812,THK TO VTK,-24.5,GIA,2.00-99.99,,WHITE,NONE,MINOR,FACETED,N,,,-,NONE,NONE,NONE,CLOUDS  PINPOINTS AND SURFACE GRAINING ARE NOT SHOWN.,CRYSTAL  FEATHER  NEEDLE,0.0,,0.0,,,,,NO BGM,,-24.5,29000.0,21457.1,MINOR,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,10728.55,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-8,https://shairugems.net:8010/DNA/Vision360?d=6411632812&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=6411632812,https://shairugems.net:8010/DNA/certi?SeqNo=6411632812,NONE,NONE,-,-
BW-02-22-76,ROUND,0.3,F,VS1,2400.0,EX,EX,VG,NONE,4.3,4.27,2.62,61.2,59.0,35.0,0.15,40.6,0.43,2424131244,MED TO STK,-32.5,GIA,0.30-0.39,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,FEATHER  PINPOINT,0.0,,0.05,,,,,NO BGM,,-32.5,720.0,476.28,MINOR,MINOR,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1587.6,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-76,https://shairugems.net:8010/DNA/Vision360?d=2424131244&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2424131244,https://shairugems.net:8010/DNA/certi?SeqNo=2424131244,NONE,NONE,-,-
BW-02-22-75,ROUND,0.3,F,VS1,2400.0,3EX,EX,EX,MED,4.4,4.37,2.6,59.3,59.0,32.0,0.13,41.0,0.44,7428130458,MED TO STK,-38.0,GIA,0.30-0.39,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,FEATHER  PINPOINT,0.0,,0.04,,,,,NO BGM,,-38.0,720.0,437.47,MINOR,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1458.23,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-75,https://shairugems.net:8010/DNA/Vision360?d=7428130458&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=7428130458,https://shairugems.net:8010/DNA/certi?SeqNo=7428130458,NONE,NONE,-,-
BW-02-22-74,ROUND,0.3,G,VS1,2300.0,3EX,EX,EX,NONE,4.34,4.32,2.65,61.3,59.0,31.5,0.13,41.6,0.45,6422012709,STK,-26.5,GIA,0.30-0.39,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,CRYSTAL,0.0,,0.05,,,,,NO BGM,,-26.5,690.0,497.01,NONE,MINOR,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1656.7,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-74,https://shairugems.net:8010/DNA/Vision360?d=6422012709&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=6422012709,https://shairugems.net:8010/DNA/certi?SeqNo=6422012709,NONE,NONE,-,-
BW-02-22-73,PEAR,0.3,E,VS2,1900.0,-,EX,VG,NONE,6.25,3.72,2.06,55.6,62.0,0.0,0.0,0.0,0.0,1415656279,STK TO VTK,-29.5,GIA,0.30-0.39,,WHITE,NONE,MINOR,FACETED,N,,,-,NONE,NONE,NONE,,FEATHER  CRYSTAL,0.0,,0.0,,,,,NO BGM,,-29.5,570.0,393.81,MINOR,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1312.7,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-73,https://shairugems.net:8010/DNA/Vision360?d=1415656279&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1415656279,https://shairugems.net:8010/DNA/certi?SeqNo=1415656279,NONE,NONE,-,-
BW-02-22-71,PEAR,0.3,G,VS1,1900.0,-,EX,VG,NONE,6.21,3.73,2.27,60.8,60.0,0.0,0.0,0.0,0.0,1415656202,MED TO THK,-28.2,GIA,0.30-0.39,,WHITE,NONE,MINOR,FACETED,N,,,-,NONE,NONE,NONE,,CRYSTAL  NEEDLE  PINPOINT  CLOUD,0.0,,0.0,,,,,NO BGM,,-28.2,570.0,401.07,MINOR,MINOR,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1336.9,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-71,https://shairugems.net:8010/DNA/Vision360?d=1415656202&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1415656202,https://shairugems.net:8010/DNA/certi?SeqNo=1415656202,NONE,NONE,-,-
BW-02-22-7,ROUND,2.1,J,SI2,9500.0,3EX,EX,EX,NONE,8.18,8.12,5.09,62.5,57.0,35.5,0.16,41.0,0.44,1413967521,MED TO STK,-23.75,GIA,2.00-99.99,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,HAIR LINE,NONE,ADDITIONAL TWINNING WISPS  CLOUDS  PINPOINTS AND SURFACE GRAINING ARE NOT SHOWN.,TWINNING WISP  FEATHER  CRYSTAL  NEEDLE  INDENTED NATURAL,0.0,,0.04,,,,,NO BGM,,-23.75,19950.0,14907.64,SMALL,SMALL,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,7098.88,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-7,https://shairugems.net:8010/DNA/Vision360?d=1413967521&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1413967521,https://shairugems.net:8010/DNA/certi?SeqNo=1413967521,HAIR LINE,NONE,-,-
BW-02-22-69,ROUND,0.31,F,VS1,2400.0,3EX,EX,EX,NONE,4.41,4.39,2.66,60.4,59.0,31.5,0.13,41.8,0.45,1423013125,MED TO STK,-28.25,GIA,0.30-0.39,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,FEATHER  CLOUD  NEEDLE  PINPOINT,0.0,,0.04,,,,,NO BGM,,-28.25,744.0,523.14,MINOR,MINOR,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1687.55,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-69,https://shairugems.net:8010/DNA/Vision360?d=1423013125&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1423013125,https://shairugems.net:8010/DNA/certi?SeqNo=1423013125,NONE,NONE,-,-
BW-02-22-67,PEAR,0.32,F,VS1,2000.0,-,VG,EX,NONE,6.36,3.73,2.12,56.9,61.0,0.0,0.0,0.0,0.0,2418656330,THK TO VTK,-31.2,GIA,0.30-0.39,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,FEATHER  TWINNING WISP  NEEDLE  PINPOINT,0.0,,0.0,,,,,NO BGM,,-31.2,640.0,431.51,MINOR,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1348.47,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-67,https://shairugems.net:8010/DNA/Vision360?d=2418656330&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2418656330,https://shairugems.net:8010/DNA/certi?SeqNo=2418656330,NONE,NONE,-,-
BW-02-22-66,ROUND,0.37,D,SI1,2300.0,3EX,EX,EX,NONE,4.66,4.62,2.81,60.6,58.0,33.5,0.14,40.8,0.43,7428012894,MED TO STK,-30.0,GIA,0.30-0.39,,WHITE,NONE,MINOR,FACETED,N,,,-,NONE,NONE,NONE,,FEATHER,0.0,,0.04,,,,,NO BGM,,-30.0,851.0,583.79,NONE,SMALL,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1577.81,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-66,https://shairugems.net:8010/DNA/Vision360?d=7428012894&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=7428012894,https://shairugems.net:8010/DNA/certi?SeqNo=7428012894,NONE,NONE,-,-
BW-02-22-62,ROUND,0.5,D,SI1,3800.0,3EX,EX,EX,FAINT,5.08,5.05,3.18,62.7,58.0,34.5,0.15,41.6,0.44,2418977650,MED TO STK,-33.0,GIA,0.50-0.59,,WHITE,NONE,MINOR,FACETED,N,,,-,NONE,HAIR LINE,NONE,,FEATHER  CRYSTAL  CLOUD,0.0,,0.04,,,,,NO BGM,,-33.0,1900.0,1247.54,SMALL,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,2495.08,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-62,https://shairugems.net:8010/DNA/Vision360?d=2418977650&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2418977650,https://shairugems.net:8010/DNA/certi?SeqNo=2418977650,HAIR LINE,NONE,-,-
BW-02-22-60,ROUND,0.5,L,VS1,1900.0,3EX,EX,EX,NONE,5.08,5.04,3.16,62.5,58.0,35.5,0.15,41.0,0.44,2427012545,STK,-26.1,GIA,0.50-0.59,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,CLOUD  FEATHER,0.0,,0.04,,,,,NO BGM,,-26.1,950.0,688.01,MINOR,MINOR,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,1376.02,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-60,https://shairugems.net:8010/DNA/Vision360?d=2427012545&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2427012545,https://shairugems.net:8010/DNA/certi?SeqNo=2427012545,NONE,NONE,-,-
BW-02-22-6,ROUND,2.21,F,VS1,22500.0,3EX,EX,EX,NONE,8.36,8.31,5.19,62.2,57.0,36.0,0.16,40.8,0.43,2428113482,MED TO STK,-18.0,GIA,2.00-99.99,,WHITE,NONE,MINOR,FACETED,N,,,-,NONE,NONE,NONE,ADDITIONAL PINPOINTS ARE NOT SHOWN.,CRYSTAL  FEATHER  NEEDLE  PINPOINT,0.0,,0.04,,,,,NO BGM,,-18.0,49725.0,39959.01,NONE,MINOR,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,18081.0,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-6,https://shairugems.net:8010/DNA/Vision360?d=2428113482&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2428113482,https://shairugems.net:8010/DNA/certi?SeqNo=2428113482,NONE,NONE,-,-
BW-02-22-59,ROUND,0.5,I,VVS2,3500.0,3EX,EX,EX,FAINT,5.12,5.08,3.17,62.1,60.0,34.0,0.14,41.8,0.45,6422012770,MED TO STK,-29.5,GIA,0.50-0.59,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,CLOUD  PINPOINT,0.0,,0.04,,,,,NO BGM,,-29.5,1750.0,1209.08,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,2418.16,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-59,https://shairugems.net:8010/DNA/Vision360?d=6422012770&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=6422012770,https://shairugems.net:8010/DNA/certi?SeqNo=6422012770,NONE,NONE,-,-
BW-02-22-57,ROUND,0.5,F,VVS1,4800.0,3EX,EX,EX,FAINT,5.1,5.06,3.15,62.1,60.0,34.0,0.14,41.6,0.45,2414977651,STK,-31.45,GIA,0.50-0.59,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,PINPOINT  FEATHER,0.0,,0.04,,,,,NO BGM,,-31.45,2400.0,1612.3,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,3224.6,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-57,https://shairugems.net:8010/DNA/Vision360?d=2414977651&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2414977651,https://shairugems.net:8010/DNA/certi?SeqNo=2414977651,NONE,NONE,-,-
BW-02-22-54,ROUND,0.5,J,VVS2,2900.0,3EX,EX,EX,FAINT,5.12,5.08,3.12,61.1,61.0,34.5,0.14,41.0,0.44,6415977658,MED TO STK,-27.0,GIA,0.50-0.59,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,FEATHER  PINPOINT,0.0,,0.05,,,,,NO BGM,,-27.0,1450.0,1037.33,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,2074.66,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-54,https://shairugems.net:8010/DNA/Vision360?d=6415977658&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=6415977658,https://shairugems.net:8010/DNA/certi?SeqNo=6415977658,NONE,NONE,-,-
BW-02-22-53,ROUND,0.5,J,VVS1,3000.0,3EX,EX,EX,FAINT,5.08,5.04,3.17,62.7,59.0,34.5,0.14,41.6,0.45,1419977675,STK,-26.53,GIA,0.50-0.59,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,PINPOINT  FEATHER,0.0,,0.04,,,,,NO BGM,,-26.53,1500.0,1080.01,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,2160.02,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-53,https://shairugems.net:8010/DNA/Vision360?d=1419977675&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1419977675,https://shairugems.net:8010/DNA/certi?SeqNo=1419977675,NONE,NONE,-,-
BW-02-22-52,ROUND,0.51,F,SI1,3500.0,3EX,EX,EX,NONE,5.17,5.13,3.16,61.3,58.0,33.0,0.14,41.6,0.44,1417762693,MED TO STK,-27.5,GIA,0.50-0.59,,WHITE,NONE,SMALL,FACETED,N,,,-,NONE,NONE,NONE,,CRYSTAL  CLOUD  FEATHER,0.0,,0.04,,,,,NO BGM,,-27.5,1785.0,1268.24,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,2486.75,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-52,https://shairugems.net:8010/DNA/Vision360?d=1417762693&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1417762693,https://shairugems.net:8010/DNA/certi?SeqNo=1417762693,NONE,NONE,-,-
BW-02-22-49,ROUND,0.52,F,VS2,4100.0,3EX,EX,EX,NONE,5.22,5.18,3.21,61.7,57.0,33.5,0.14,41.4,0.44,6411977580,MED TO STK,-25.0,GIA,0.50-0.59,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,FEATHER,0.0,,0.04,,,,,NO BGM,,-25.0,2132.0,1567.02,MINOR,SMALL,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,3013.5,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-49,https://shairugems.net:8010/DNA/Vision360?d=6411977580&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=6411977580,https://shairugems.net:8010/DNA/certi?SeqNo=6411977580,NONE,NONE,-,-
